strategy,date,soc_start_kwh,reserve_kwh,net_ratio_to_recent_history,soc_end_kwh,planned_purchase_kwh,planned_cost_yuan,expected_emergency_cost_yuan,actual_emergency_kwh,actual_emergency_cost_yuan,actual_emergency_intervals,spill_kwh,total_cost_yuan
optimized_proposed,2025-06-09,10685.14888275647,10061.934964597713,1.4070299487911646,10061.934964597713,93150.61644110011,59263.86826488502,3378.641421944667,22.82309863565183,49.959762913441864,1,18214.853382134395,59313.82802779847
optimized_proposed,2025-06-10,10061.934964597713,9713.199436574105,1.3516604009331714,9713.199436574105,86983.62912846231,54708.26480523807,2460.2417598976795,186.57918736721672,575.0223373399882,6,11414.435809667606,55283.287142578054
optimized_proposed,2025-06-11,9713.199436574105,9501.445294953435,1.3180397052012462,9501.445294953435,86272.106696076,53968.09461404186,2456.8886743867256,1292.8452310165187,6223.703435132276,26,7332.275954017703,60191.79804917413
optimized_proposed,2025-06-12,9501.445294953435,9639.137495221257,1.3399014148917068,9639.137495221257,92256.94283264129,58614.58700768178,2843.6555302170996,64.33998474197574,239.9791689767183,3,15005.888020468845,58854.566176658496
optimized_proposed,2025-06-13,9639.137495221257,6063.542612295136,0.7721959301279883,6063.542612295136,44001.425406429626,25463.79751303637,2238.384546262792,8.428686378739258,40.30493386205313,3,16804.85773595638,25504.102446898425
optimized_proposed,2025-06-14,6063.542612295136,6090.302849930554,0.7764447150649371,6090.302849930554,47497.08114679417,27737.679038975853,1239.7921446264818,45.831740867039514,103.53944968964903,4,18578.97201444688,27841.2184886655
optimized_proposed,2025-06-15,6090.302849930554,9781.830895858191,1.362557176753319,9781.830895858191,91303.95020899153,56465.20691301912,3457.9803024691923,73.83545698717171,207.12642734913103,4,12121.507701882134,56672.333340368255
optimized_proposed,2025-06-16,9781.830895858191,9442.0331154027,1.3086066957868474,9442.0331154027,85815.3953567959,53934.82706487891,1926.575605844201,366.7095180935613,1406.1711358614293,14,9451.86270981855,55340.99820074034
optimized_proposed,2025-06-17,9442.0331154027,8378.703078748773,1.2611171307148676,8378.703078748773,87538.00803570819,55556.26053146814,3576.052266253976,448.0696874593193,1895.2482050436233,13,9921.75176298571,57451.508736511765
optimized_proposed,2025-06-18,8378.703078748773,8266.645632685899,1.2414314628018999,8266.645632685899,85387.76900452717,53597.26236187521,3375.6828133449153,495.0968718201598,1705.1709869830659,18,10523.693396053153,55302.43334885828
optimized_proposed,2025-06-19,8266.645632685899,8000.71071650563,1.1947134031787103,8000.71071650563,83806.16700874163,52533.9421556286,2512.8515298412535,627.4486114829203,2704.7375285582384,29,11968.09560673816,55238.67968418684
optimized_proposed,2025-06-20,8000.71071650563,5017.170665690024,0.6705806417338287,5017.170665690024,33678.09946828969,19798.072229800906,1518.8350391386048,160.12945251867302,510.15738744344657,16,11301.887087690116,20308.229617244353
optimized_proposed,2025-06-21,5017.170665690024,4993.971297174678,0.6665050976229321,4993.971297174678,33858.94235481258,19200.135251716798,792.4272454487316,995.2879284184573,3292.4393482441396,43,12712.753152157973,22492.57459996094
optimized_proposed,2025-06-22,4993.971297174678,7837.3099413370455,1.1660080068868348,7837.3099413370455,80719.83440968001,49429.45853593503,3689.939382708081,738.4879972043334,2422.094213632091,25,6527.38121795028,51851.55274956712
optimized_proposed,2025-06-23,7837.3099413370455,7659.475349935146,1.1347669530097737,7659.475349935146,77141.14101361309,47904.32171074448,2116.2242691060865,457.3696287622872,1785.0124937294581,24,6482.079973688522,49689.33420447394
optimized_proposed,2025-06-24,7659.475349935146,7483.825717815388,1.1039097413881167,7483.825717815388,77188.51581227034,48288.14997545516,3082.06137319421,6825.454822707635,27364.49528306709,67,3722.6587838924384,75652.64525852226
optimized_proposed,2025-06-25,7483.825717815388,9397.047720446353,1.1247458065284022,9397.047720446353,80076.67241535528,48949.90516283379,3403.095179051492,2228.5750185819174,8026.875469793571,49,5419.666418686543,56976.780632627364
optimized_proposed,2025-06-26,9397.047720446353,7515.5550567196215,1.1094837862259428,7515.5550567196215,78186.87748984632,49050.96828987691,3894.2119129322045,715.9239167616538,2890.9319219535973,33,8988.491477310243,51941.90021183051
optimized_proposed,2025-06-27,7515.5550567196215,5288.76544649103,0.6217141521802506,5288.76544649103,32143.350296114488,18623.055173180102,1011.0130577014039,537.849859395558,1742.244628570626,33,12023.814454901007,20365.299801750727
optimized_proposed,2025-06-28,5288.76544649103,5092.165110007237,0.6308351799914154,5092.165110007237,34020.73514020184,19120.798335149062,1495.0883935373895,741.8652206856256,2601.5740534639785,30,10314.26857938803,21722.37238861304
optimized_proposed,2025-06-29,5092.165110007237,7662.502762612067,1.1433124954804017,7662.502762612067,82638.70857160559,50900.18962600213,2244.007383551363,1746.100145295836,5710.217177229556,37,7845.226393982013,56610.406803231686
optimized_proposed,2025-06-30,7662.502762612067,7719.293512976845,1.1320062871385905,7719.293512976845,83754.96347201196,52212.247273612964,2566.7157721418625,601.7884880509894,2374.616350825262,16,9957.048073795733,54586.86362443823
optimized_proposed,2025-07-01,7719.293512976845,7667.299288181616,1.1229780405585068,7667.299288181616,83992.36751069396,52545.99808711074,3023.8760765222237,5339.959537803572,18214.479632137845,83,6121.887709381132,70760.47771924859
optimized_proposed,2025-07-02,7667.299288181616,7942.316422161621,1.170731853777149,7942.316422161621,86660.38074644124,54311.39395890343,3451.412148781988,1860.2891426676192,6520.569527591442,55,10930.393026769838,60831.96348649487
optimized_proposed,2025-07-03,7942.316422161621,7799.56144497788,1.1631085773187466,7799.56144497788,84376.1149592488,53108.256425365194,3231.571528996657,3039.3316932304324,11250.098235631556,68,3544.114617720828,64358.35466099675
optimized_proposed,2025-07-04,7799.56144497788,5405.094771475453,0.7301701802271247,5405.094771475453,42408.34531704917,25426.79544296556,1378.5195747630783,333.25305070150574,1171.2090683102251,21,13101.342011035827,26598.004511275783
optimized_proposed,2025-07-05,5405.094771475453,5557.546702480636,0.7640275681000102,5557.546702480636,47193.10794666887,27826.69484818641,1052.911591254675,263.41194335459465,1319.3862845575866,12,15582.639992706227,29146.081132743995
optimized_proposed,2025-07-06,5557.546702480636,8326.022683869232,1.2494364726562128,8326.022683869232,92819.10814692505,58052.046186126754,3266.7237039667484,1384.200144107652,5979.274828410564,33,7033.995118908356,64031.321014537316
optimized_proposed,2025-07-07,8326.022683869232,8526.212951642976,1.2845367008092219,8526.212951642976,96104.62050969063,61144.29188386519,3938.5438047718576,44.390515966835665,131.2445834994495,4,18039.938135692446,61275.53646736464
optimized_proposed,2025-07-08,8526.212951642976,8952.181888136462,1.3592236824656652,8952.181888136462,102441.74090829771,65724.73004693541,3488.888092457707,0.0,0.0,0,21829.180797643556,65724.73004693541
optimized_proposed,2025-07-09,8952.181888136462,8748.18808943902,1.3234565647345886,8748.18808943902,98556.1031753348,63276.77744369237,3488.9946322251626,0.0,0.0,0,20172.204685040895,63276.77744369237
optimized_proposed,2025-07-10,8748.18808943902,8532.210905251177,1.2855883480368333,8532.210905251177,92039.50736109576,58941.152657916224,2996.098122469562,76.9770548896895,291.8947193424204,4,15177.190974107174,59233.04737725864
optimized_proposed,2025-07-11,8532.210905251177,5805.074965419474,0.8074277723161855,5805.074965419474,49785.89411359781,30731.096877381024,1821.8321614042857,377.6309392866482,906.838743631742,11,17100.321089366655,31637.935621012766
optimized_proposed,2025-07-12,5805.074965419474,5814.199363568812,0.8090275926289422,5814.199363568812,51292.78498647646,30810.138221967547,1306.6011495214314,0.0,0.0,0,17199.554273610862,30810.138221967547
optimized_proposed,2025-07-13,5814.199363568812,8420.408925806278,1.265985621939732,8420.408925806278,95684.07236567844,59969.27205614366,2102.993070937261,79.89939516664299,490.51452423516184,6,19147.669432148385,60459.78658037882
optimized_proposed,2025-07-14,8420.408925806278,8333.988768340696,1.250833200806607,8333.988768340696,93691.2155775254,59654.43307053692,2583.968488276263,33.36346758713918,142.13126428661684,2,17695.89944017245,59796.56433482354
optimized_proposed,2025-07-15,8333.988768340696,8520.825166489969,1.283592037064011,8520.825166489969,91924.65539772029,58326.67166322099,2812.180389596327,1181.173048670665,3651.5865489310963,15,15947.605436004658,61978.25821215208
optimized_proposed,2025-07-16,8520.825166489969,8092.05286210793,1.2084135287535536,8092.05286210793,91920.22717387113,58426.417744162645,3146.386836906127,96.18091803455104,325.17341135211603,5,16087.831071102919,58751.59115551476
optimized_proposed,2025-07-17,8092.05286210793,7880.880056371616,1.171387684572991,7880.880056371616,84724.80602297993,53269.93513693562,2272.2630683694347,852.0280152907418,4012.6650923773536,18,8849.342116110889,57282.60022931298
optimized_proposed,2025-07-18,7880.880056371616,5369.703190962775,0.731092150286437,5369.703190962775,41833.453370992735,25433.588729032817,1247.2821162384548,272.2931253544528,885.5527077740878,17,10184.042764836613,26319.141436806905
optimized_proposed,2025-07-19,5369.703190962775,5271.970904204318,0.7139563244479189,5271.970904204318,42492.23598091426,24750.610438556476,1393.235158642352,1036.6065720715897,4279.030146188357,43,13546.816464107149,29029.640584744833
optimized_proposed,2025-07-20,5271.970904204318,7596.253258169238,1.1214828332209998,7596.253258169238,84758.69578778515,52279.29320648985,2326.7607585031838,636.3074341261532,2870.559764034694,31,6515.176984095038,55149.852970524546
optimized_proposed,2025-07-21,7596.253258169238,7516.119496057304,1.107432633058089,7516.119496057304,82372.87609963304,51342.3943790841,2444.5752664411148,1611.7133587909623,6460.500210091395,46,5907.191218610011,57802.8945891755
optimized_proposed,2025-07-22,7516.119496057304,7686.051884402492,1.1372276159402896,7686.051884402492,85633.85123006624,53703.38799070162,2292.188268623954,967.6715959766096,3954.6134146647073,25,8454.175756651824,57658.00140536633
optimized_proposed,2025-07-23,7686.051884402492,7455.324986993544,1.096773268033412,7455.324986993544,84745.57958068122,53169.70542670387,2508.1374345500394,876.0823668620303,4023.567734702512,32,7477.715000184646,57193.27316140638
optimized_proposed,2025-07-24,7455.324986993544,7344.442015268529,1.0773316755468558,7344.442015268529,84162.7940555797,52834.33850879377,2476.7830102270736,1264.0941389304494,4834.087262169354,34,7617.647064138959,57668.42577096313
optimized_proposed,2025-07-25,7344.442015268529,5044.34641922798,0.653024076851556,5044.34641922798,38760.23028171348,23036.621916171378,1073.5473747023748,1218.440858633741,4743.971025174818,46,12705.186699391143,27780.592941346196
optimized_proposed,2025-07-26,5044.34641922798,5044.34641922798,0.6466346802282715,5044.34641922798,39714.79551565538,23085.70713325983,1167.0826519321738,1813.1289982049718,6700.338336076017,53,10216.559738318278,29786.045469335848
optimized_proposed,2025-07-27,5044.34641922798,7131.98926324902,1.0400814128315496,7131.98926324902,81485.48296247015,50551.032977816256,1617.1328872063536,3340.7728269970216,13499.875102842607,73,4764.05010080066,64050.90808065886
optimized_proposed,2025-07-28,7131.98926324902,8005.37907124467,1.0547506410718828,8005.37907124467,82450.79692934845,51294.38354296444,2640.6460876805495,3758.772340800616,14030.599381094326,71,3051.3195718358593,65324.982924058764
optimized_proposed,2025-07-29,8005.37907124467,9973.11013477415,1.1226403935218645,9973.11013477415,95248.0091968393,60090.38276826833,2477.202275365124,467.8910555522092,1527.7430361789266,10,13015.043877302443,61618.12580444726
optimized_proposed,2025-07-30,9973.11013477415,9762.867526956978,1.0957369533109196,9762.867526956978,90041.32546714167,56903.10499090124,1826.2060543174575,91.35881531165454,305.49494582694604,11,11974.358000952216,57208.59993672819
optimized_proposed,2025-07-31,9762.867526956978,9722.474623361855,1.0905681244131973,9722.474623361855,89581.99280082823,56729.013824256996,2251.937100022008,198.66775797995138,799.1152338292837,12,10856.371926042484,57528.12905808628
optimized_proposed,2025-08-01,9722.474623361855,5533.358141650558,0.679139166005149,5533.358141650558,41139.76455262153,25019.67385731107,1299.9610745994448,93.71956855112876,319.9784905829424,9,20810.432657772653,25339.652347894014
optimized_proposed,2025-08-02,5533.358141650558,5572.3507582744105,0.6862998167775763,5572.3507582744105,44004.59489429969,26061.62245057629,1261.3335616726179,52.18727007832729,196.74842893693193,7,20142.2429344296,26258.370879513222
optimized_proposed,2025-08-03,5572.3507582744105,7036.03274723484,1.0723271347959684,7036.03274723484,84981.55249256906,53034.60434992276,959.3265321092342,426.100559506634,1733.8259471966985,19,16766.344168001393,54768.430297119456
optimized_proposed,2025-08-04,7036.03274723484,6852.660051076013,1.0386337806993906,6852.660051076013,75683.42413023247,47740.38510704969,2144.8552303342294,751.3130623793086,3063.306812880416,28,7416.716613590472,50803.691919930105
optimized_proposed,2025-08-05,6852.660051076013,6679.966581536062,1.0069026541944046,6679.966581536062,73738.73794681269,46647.87948350242,1909.3451574680416,730.579545089186,2813.0470572593686,28,5712.445768718644,49460.926540761786
optimized_proposed,2025-08-06,6679.966581536062,6447.87620891413,1.0035585551154358,6447.87620891413,73988.17069121721,46790.86134486683,1801.6086244744347,3089.6095092306764,12298.298527692223,52,5304.2498923020175,59089.15987255906
optimized_proposed,2025-08-07,6447.87620891413,6752.349135112825,1.020202404152621,6752.349135112825,75412.75722688432,47540.81216507672,2211.492280472524,563.2808864600447,1899.9949528962266,25,8433.860106689983,49440.807117972945
optimized_proposed,2025-08-08,6752.349135112825,4823.127172003954,0.6657223747069015,4823.127172003954,40694.82247153691,24127.9733275624,1032.5186631731128,126.23402319138006,483.4794032149415,9,23989.71597650477,24611.45273077734
optimized_proposed,2025-08-09,4823.127172003954,4911.923479950704,0.6820380286117077,4911.923479950704,42965.542000789865,25288.96790330285,1086.9937799828135,216.1036491208613,860.6384873136128,11,21369.50501588017,26149.606390616464
optimized_proposed,2025-08-10,4911.923479950704,7075.189085807324,1.0795218175829056,7075.189085807324,78089.37399896923,48976.286285383125,2110.7003250548782,1016.0904406889115,3521.41169691112,25,7464.648031326896,52497.697982294245
optimized_proposed,2025-08-11,7075.189085807324,7069.1885037791035,1.0784192557550134,7069.1885037791035,76326.50663787691,48218.564392400796,1621.025887434111,730.4280022374369,3090.9768996799085,27,8569.527895510862,51309.54129208071
optimized_proposed,2025-08-12,7069.1885037791035,6931.033677028848,1.0530343451584223,6931.033677028848,75762.96688446627,47568.888174271764,1835.290629713978,1780.3313304808012,7228.745003793582,42,6012.144362912157,54797.63317806535
optimized_proposed,2025-08-13,6931.033677028848,7544.006734410099,1.0692175353236795,7544.006734410099,79848.7269528061,49991.34358210526,2374.0679086854493,624.0662814376466,2773.5382059753965,18,9584.78327233885,52764.88178808066
optimized_proposed,2025-08-14,7544.006734410099,7548.157817592812,1.0699171579936035,7548.157817592812,77991.80344508751,48867.15735119542,2065.921212127648,768.7771221473647,3769.0045852679086,27,8885.853247784959,52636.16193646333
optimized_proposed,2025-08-15,7548.157817592812,5340.210257353335,0.6977901494142685,5340.210257353335,40277.688657558,23992.480130242937,705.7094709714939,250.52303313296397,837.4505243514689,16,22454.92655724301,24829.930654594405
optimized_proposed,2025-08-16,5340.210257353335,5440.793537945703,0.714742433967564,5440.793537945703,43958.96092476704,26025.635330626163,761.0306656291935,58.69556976641263,300.5717530357152,6,24071.35427118995,26326.207083661877
optimized_proposed,2025-08-17,5440.793537945703,7889.925971034362,1.1275186893243987,7889.925971034362,83211.59088793321,51814.34141557754,1980.1194673178004,168.27227489773645,826.2974169379903,7,13387.662354405396,52640.63883251553
optimized_proposed,2025-08-18,7889.925971034362,7818.698538945262,1.1155140331860847,7818.698538945262,74527.5187355541,47141.203130307345,1758.6681276127256,782.5526092897671,3574.1294601281697,31,7056.044622250905,50715.332590435515
optimized_proposed,2025-08-19,7818.698538945262,7709.61197040804,1.0971286063050503,7709.61197040804,78413.04863734191,49598.46826865705,1910.2804512844264,460.50132493360854,1487.6352411079588,20,10564.757476087318,51086.10350976501
optimized_proposed,2025-08-20,7709.61197040804,7695.770148486061,1.0947957086050002,7695.770148486061,77193.36624835437,48571.16631796319,2049.140169178261,2215.0114707072953,9114.633115738645,49,4743.846690001953,57685.79943370183
optimized_proposed,2025-08-21,7695.770148486061,9619.645176814698,1.1109049645251934,9619.645176814698,82115.29442596596,51380.95370555194,1624.806005381143,324.31545197553555,1294.4665363274898,16,10297.578432859626,52675.42024187943
optimized_proposed,2025-08-22,9619.645176814698,6597.859116704379,0.7122044177190678,6597.859116704379,40638.2144441338,24272.665836881843,831.9833613154822,628.6919171226119,2649.281563891075,24,19589.72971294033,26921.94740077292
optimized_proposed,2025-08-23,6597.859116704379,6707.715819505211,0.7266991326345937,6707.715819505211,44109.02412314467,26074.015121392666,993.2041978772779,136.2176646678442,488.45970199716635,6,18422.508525007706,26562.47482338983
optimized_proposed,2025-08-24,6707.715819505211,9957.81735603783,1.1555240838436405,9957.81735603783,84964.82808801043,52739.42257816126,2276.217209207329,142.0363102734333,593.0487469974423,13,13508.938508937896,53332.4713251587
optimized_proposed,2025-08-25,9957.81735603783,9866.219688638701,1.1434385028820069,9866.219688638701,81476.64509451651,51384.74838049202,2222.7983588750403,1110.8770261070572,4086.3703882164914,25,7705.79602266817,55471.11876870851
optimized_proposed,2025-08-26,9866.219688638701,7852.651134663542,1.121077814603041,7852.651134663542,78176.46889543395,49896.955133819,2166.3011457660064,247.19319586075085,947.7798697445819,14,10908.614773448273,50844.73500356358
optimized_proposed,2025-08-27,7852.651134663542,7158.443871269249,1.113289174523681,7158.443871269249,78992.59637439487,50064.31182973688,2035.6681243939042,299.7787796473957,1344.6369650999632,17,7967.861930906452,51408.94879483684
optimized_proposed,2025-08-28,7158.443871269249,6666.279210677123,1.117462230851496,6666.279210677123,79017.56574971507,50158.36528420527,2094.1572338489464,2374.78262263869,8778.215792249088,36,6920.1115613024185,58936.58107645436
optimized_proposed,2025-08-29,6666.279210677123,5044.239616619572,0.7182664537789758,5044.239616619572,41664.17684565487,24952.686615375962,857.552177823072,167.9476955918014,674.5729818432769,13,17898.51146238989,25627.25959721924
optimized_proposed,2025-08-30,5044.239616619572,5058.117670309426,0.7208594608241327,5058.117670309426,42832.38085746097,25430.97615366029,916.0989713419333,450.97565784751583,1334.5821592176849,26,21915.00147130986,26765.558312877973
optimized_proposed,2025-08-31,5058.117670309426,7406.502595613091,1.1596370295047043,7406.502595613091,83650.2899225517,52293.973249763185,1699.0656217662868,302.95840396653796,1160.2900487656416,14,10540.80399803798,53454.26329852883
optimized_proposed,2025-09-01,7406.502595613091,7279.986531529073,1.135998480985814,7279.986531529073,79020.80190710843,49898.000046709465,1854.5220985897492,17.606040970737922,41.039681502790096,1,21455.561042378875,49939.03972821226
optimized_proposed,2025-09-02,7279.986531529073,6844.462313838022,1.0546241478086087,6844.462313838022,72324.33789857938,45875.863217335944,1757.235143394702,53.96497960479496,250.94822607637644,5,14832.718224595304,46126.81144341232
optimized_proposed,2025-09-03,6844.462313838022,6676.253926607472,1.0231957110197984,6676.253926607472,70326.1982122631,44206.84007911186,1690.1994942465049,268.13982367684986,831.6031115661351,9,11234.507891671617,45038.443190677994
optimized_proposed,2025-09-04,6676.253926607472,6603.226529185696,1.0095511063629816,6603.226529185696,68117.84548153376,42966.67306050323,2277.03226186221,377.8571901008819,1469.7573985012373,15,10911.992721725706,44436.43045900446
optimized_proposed,2025-09-05,6603.226529185696,4446.799933464803,0.6066394675965282,4446.799933464803,33206.991147259076,19289.616533922006,739.2159166500294,186.87268970036564,722.9509056993329,8,25798.283898265676,20012.56743962134
optimized_proposed,2025-09-06,4446.799933464803,4051.6430706446104,0.5945488977352903,4051.6430706446104,32733.202083980064,18677.81419277213,818.192960267612,788.3583443406225,2506.561944892961,24,23527.437701056107,21184.37613766509
optimized_proposed,2025-09-07,4051.6430706446104,6362.290379496567,0.9645340493938462,6362.290379496567,64028.94510565874,39594.91195396926,1806.6615928789026,2415.375873730439,7679.14144721753,54,4943.822328099203,47274.05340118679
optimized_proposed,2025-09-08,6362.290379496567,6416.172717715216,0.8929823848799039,6416.172717715216,55800.00898865422,34390.7808483054,1449.4109490909511,8215.698037581316,31564.038400332534,120,729.0821817329622,65954.81924863794
optimized_proposed,2025-09-09,6416.172717715216,6783.551367708295,0.9162987647484084,6783.551367708295,63748.0522135495,39029.38714420676,2811.417198071494,2226.6373785763335,8176.4112444424645,68,8390.614765307619,47205.79838864923
optimized_proposed,2025-09-10,6783.551367708295,7100.044363393866,0.930411609829694,7100.044363393866,66106.40653031864,40947.06010291409,2124.4319295508994,2854.6079151760086,11825.169350687625,63,3364.907800007804,52772.229453601714
optimized_proposed,2025-09-11,7100.044363393866,7876.554191712144,0.9640223820420681,7876.554191712144,69087.04657784177,42558.55034447722,2326.9584073288247,458.1307353394893,1668.2265512309218,33,11027.876914160659,44226.77689570814
optimized_proposed,2025-09-12,7876.554191712144,5228.3314451835395,0.58164759304454,5228.3314451835395,30909.797737320023,17390.49555019993,1119.0437305995306,398.0214638248694,1316.6440462531596,22,19260.43604651878,18707.13959645309
optimized_proposed,2025-09-13,5228.3314451835395,5359.6656550034795,0.6006108357830465,5359.6656550034795,34386.91993760351,19108.911561775625,956.411839070942,313.42540182038476,1239.6675250497815,16,23670.224762307436,20348.579086825408
optimized_proposed,2025-09-14,5359.6656550034795,8278.018212434805,1.0219894546439305,8278.018212434805,69903.09353557724,42771.2516899868,2412.1040305751812,1783.0995199332913,5854.007968666703,51,4252.329018478728,48625.2596586535
optimized_proposed,2025-09-15,8278.018212434805,8692.702479561109,1.0006612518905655,8692.702479561109,65477.54490878022,40062.1459007041,2546.315481159806,1777.2472169242674,7326.90055608182,64,7647.762003391117,47389.046456785916
optimized_proposed,2025-09-16,8692.702479561109,8832.453729885594,1.0193252334759069,8832.453729885594,68921.0757266708,42656.99213545724,2240.8043736478066,1522.2815986165574,4857.317118939558,40,6694.0064830442725,47514.3092543968
optimized_proposed,2025-09-17,8832.453729885594,9727.222975018038,1.0594813812875679,9727.222975018038,74448.17150767198,46110.70889434851,2654.650276613876,303.2575806003329,768.8523557466735,9,9581.645743267196,46879.56125009518
optimized_proposed,2025-09-18,9727.222975018038,9928.678602804532,1.0845116270569928,9928.678602804532,74252.37026597031,46421.17436689066,1731.7037413995345,106.56645208134819,505.64132181149864,5,11064.616186349682,46926.815688702154
optimized_proposed,2025-09-19,9928.678602804532,6629.732656048703,0.6746276802314443,6629.732656048703,36220.29142668736,20724.38622934305,1375.0773453255363,9.090224950026197,19.331646223176186,2,19924.137126329577,20743.717875566228
optimized_proposed,2025-09-20,6629.732656048703,6397.970483487106,0.6941964752350733,6397.970483487106,38924.1724581414,21836.303321812346,1058.9246960545001,5.95455172498032,36.11231045378253,2,20365.36770477345,21872.41563226613
optimized_proposed,2025-09-21,6397.970483487106,10093.623392804606,1.1877562658284506,10093.623392804606,80750.36480288688,49646.410205405875,1938.477976759128,0.0,0.0,0,14173.160555868832,49646.410205405875
optimized_proposed,2025-09-22,10093.623392804606,9684.733116922003,1.133148378158189,9684.733116922003,74734.71071716899,46391.16367346733,2472.2541123742035,457.0054236537866,1899.6463903276485,22,10839.256322140403,48290.810063794976
optimized_proposed,2025-09-23,9684.733116922003,9750.747971896459,1.1419647575089384,9750.747971896459,77260.7929317239,48224.924837716884,2082.509174366281,436.91884185265246,2073.105060115312,14,11280.208365686905,50298.029897832195
optimized_proposed,2025-09-24,9750.747971896459,9890.071378100674,1.1605715998932815,9890.071378100674,77587.59310739525,48598.03747996199,2536.6191627725734,55.99008584147356,156.77462034214233,3,12248.805386745391,48754.81210030413
optimized_proposed,2025-09-25,9890.071378100674,10020.61081734898,1.1780053307875251,10020.61081734898,78280.55837117467,49046.85365468821,2661.290196641838,248.77265261932098,971.5341218192491,11,13796.351788831034,50018.38777650746
optimized_proposed,2025-09-26,10020.61081734898,6580.3559513177215,0.7185543182248193,6580.3559513177215,36794.406461762126,21028.93482673172,1283.7640900532829,14.704576487020745,35.489495351424566,1,19048.57732795465,21064.42432208314
optimized_proposed,2025-09-27,6580.3559513177215,6655.283126088005,0.7285609507730593,6655.283126088005,39626.183091993735,22137.851538107618,1299.5416352196444,64.61949503533361,272.2504334537599,4,18577.93494265961,22410.101971561377
optimized_proposed,2025-09-28,6655.283126088005,10389.82565217772,1.2273145059274857,10389.82565217772,82184.1751468906,50606.223700277034,3031.6803765252953,217.19092834692538,830.5996561003994,10,10518.975083840394,51436.823356377434
optimized_proposed,2025-09-29,10389.82565217772,9937.165639183228,1.1668611065673125,9937.165639183228,71241.35257346228,44126.854931395865,1710.4337938039396,891.6337194045813,3841.3451499820003,39,5711.578962090427,47968.200081377865
optimized_proposed,2025-09-30,9937.165639183228,9985.264536633218,1.173284783881093,9985.264536633218,78157.48952246462,48798.0444054906,3141.030552122196,540.9848310365155,2492.5983753513724,21,8909.472932110662,51290.64278084197
optimized_proposed,2025-10-01,9985.264536633218,9980.658465956676,1.1726696364810651,9980.658465956676,77245.09682688082,48081.926613753014,2769.8332155751923,6.202914894086803,13.370383054204103,1,23270.03547366432,48095.29699680722
optimized_proposed,2025-10-02,9980.658465956676,9490.205299649413,1.1071689068405275,9490.205299649413,65240.699015500875,40564.56581327296,1996.9113859147906,501.3857793172831,1201.7308953948404,21,10442.884880043257,41766.296708667796
optimized_proposed,2025-10-03,9490.205299649413,5973.5968512679665,0.6375207629344528,5973.5968512679665,32426.603846109614,17985.802402499714,856.2424544354569,74.30688924524293,159.2208985846257,5,24814.170086545633,18145.02330108434
optimized_proposed,2025-10-04,5973.5968512679665,6044.979942491256,0.6470540779996334,6044.979942491256,34431.91903052195,18619.717801961873,863.0106675122983,72.72004347662778,283.12096745213177,6,18249.633962347216,18902.838769414004
optimized_proposed,2025-10-05,6044.979942491256,9805.50814355607,1.133151060572776,9805.50814355607,71207.33086660248,43198.59609579737,2484.2422120062174,186.4126116362554,493.6574657867709,12,8391.16535088128,43692.25356158414
optimized_proposed,2025-10-06,9805.50814355607,9979.517967255028,1.1560642242099757,9979.517967255028,69276.04635019504,42984.136875878576,3413.493441775361,423.02214518283034,1115.8673698025368,14,7665.441722417783,44100.00424568111
optimized_proposed,2025-10-07,9979.517967255028,9811.767007932238,1.1339752116499144,9811.767007932238,68457.56753503288,42209.51136383209,2195.1377012684416,125.1112242561345,592.3800277268049,6,6898.954872902514,42801.89139155889
optimized_proposed,2025-10-08,9811.767007932238,9187.672977615908,1.0821970527051015,9187.672977615908,64769.73324036492,39332.1197870842,1998.494150164035,518.199592613772,2181.3808962190687,37,5437.22794530884,41513.50068330327
optimized_proposed,2025-10-09,9187.672977615908,8497.744553974648,1.0675080800479653,8497.744553974648,64437.120984619585,39313.2674802292,2179.564300569975,737.2561590109067,3158.110475499848,48,6119.685128711279,42471.37795572905
optimized_proposed,2025-10-10,8497.744553974648,4975.043902134385,0.6113253699850433,4975.043902134385,28013.612726847055,14738.541428433342,1132.622134349897,772.3181083949748,2544.6823509753167,44,19789.130125892116,17283.223779408658
optimized_proposed,2025-10-11,4975.043902134385,4889.970685774417,0.6330313385230926,4889.970685774417,32414.15707400143,16978.9333914053,780.281505289445,276.1231762339599,1026.0652961819387,26,15619.411702407404,18004.99868758724
optimized_proposed,2025-10-12,4889.970685774417,8026.868251136574,1.1247586260025317,8026.868251136574,70963.88623878258,42720.52097150181,1739.4171917959986,812.2259214572334,3481.293956467179,29,5692.346028084099,46201.81492796899
optimized_proposed,2025-10-13,8026.868251136574,7683.5947954020085,1.1391707807881752,7683.5947954020085,68824.28369181816,42285.66015442741,1460.5973655880327,119.61421492513847,514.682272448047,16,8215.198553509359,42800.34242687545
optimized_proposed,2025-10-14,7683.5947954020085,7570.70563154215,1.1193360994123496,7570.70563154215,68912.57644781604,42269.01050738618,1537.7575881723888,510.2409476495893,2122.1681832529557,28,4675.961831116183,44391.178690639135
optimized_proposed,2025-10-15,7570.70563154215,6622.50282346472,1.0947687720041064,6622.50282346472,66349.72078335713,40614.41002482215,1667.007895649512,1370.0769123195537,5566.124815171539,47,2766.3486101514754,46180.53483999369
