strategy,date,soc_start_kwh,soc_end_kwh,planned_purchase_kwh,planned_cost_yuan,expected_emergency_cost_yuan,safety_quantile,safety_scenario_positive_net_kwh,actual_emergency_kwh,actual_emergency_cost_yuan,actual_emergency_intervals,spill_kwh,protected_release_kwh,total_cost_yuan,day_price_min,day_price_max,day_price_mean
dynamic_reserve_aware,2025-05-16,4158.540519747752,2468.807049316215,26220.898912538167,11441.702674598087,524.2908657116539,0.8,36409.628661677176,538.1605043166635,1363.211251163856,7,23030.166572237267,0.0,12804.913925761943,0.0992,1.2252,0.5453854166666666
dynamic_reserve_aware,2025-05-17,2468.807049316215,2800.255828461913,27518.582772391877,11921.433656038884,429.4325386934519,0.8,36212.64193261905,1082.2804548784325,3951.627132606919,10,15025.897794979426,0.0,15873.060788645802,0.2134,1.2422,0.5734159722222222
dynamic_reserve_aware,2025-05-18,2800.255828461913,3145.4064691062754,54953.55932675145,35047.119468988545,2288.8859577473704,0.8,61164.528136176974,2258.0322946295664,8914.445144624495,29,87.60030252326791,0.0,43961.56461361304,0.377,1.3468,0.75068125
dynamic_reserve_aware,2025-05-19,3145.4064691062754,3067.640539055815,56476.14728709706,34844.288033989986,681.4005607048557,0.8,61338.05762908058,746.3487827394307,4474.8544401378895,6,6451.269594810141,0.0,39319.142474127875,0.2653,1.3957,0.7317597222222223
dynamic_reserve_aware,2025-05-20,3067.640539055815,2573.539000212725,53175.68212774875,33644.796377978404,719.6357968939111,0.8,60435.78038864025,3506.7695898747247,17928.6222925048,35,0.6503295793828556,0.0,51573.4186704832,0.3146,1.373,0.7565819444444445
dynamic_reserve_aware,2025-05-21,2573.539000212725,2595.563351911361,54642.823992683334,34599.836771603485,2467.022398415572,0.8,60353.301748966056,1978.5783710657713,8197.340452874732,21,2171.8151675561576,0.0,42797.17722447822,0.311,1.3612,0.7458243055555555
dynamic_reserve_aware,2025-05-22,2595.563351911361,3051.8974872875096,55217.6400988514,34782.04750183934,1843.4448068596598,0.8,59982.08357447856,262.89086352066136,1718.3761367350517,2,900.1127714821513,0.0,36500.42363857439,0.3239,1.3576,0.7461930555555555
dynamic_reserve_aware,2025-05-23,3051.8974872875096,2462.3422793798936,25260.231900178536,10510.507523144097,524.052804315001,0.8,34844.908554692236,1191.9555556896134,3364.500140997315,17,17813.664491616444,60.27180905593599,13875.007664141413,0.1593,1.188,0.5569743055555555
dynamic_reserve_aware,2025-05-24,2462.3422793798936,2096.3036637459854,26101.551614261218,11194.492686270678,589.7294006765095,0.8,34680.228409349555,606.9904407755635,1160.2746549650776,9,20764.28663701039,0.0,12354.767341235756,0.1275,1.1755,0.553204861111111
dynamic_reserve_aware,2025-05-25,2096.3036637459854,3788.5225618271606,54351.39206947942,34471.30107242937,1075.5973902508042,0.8,60007.65238980701,855.76575720569,5190.602121937609,12,1454.9473888966265,0.0,39661.90319436698,0.3608,1.4094,0.7379618055555556
dynamic_reserve_aware,2025-05-26,3788.5225618271606,2533.7900445824434,53649.008873724975,33278.624861736374,249.7076699930504,0.8,59035.04585666655,2905.962643226815,13213.72133340906,26,131.26023073044766,163.39547015462233,46492.34619514544,0.3289,1.3799,0.7524722222222222
dynamic_reserve_aware,2025-05-27,2533.7900445824434,2331.4416720254053,57297.052311058156,35031.04855286856,1584.7273210130993,0.8,59499.933616003414,476.06809006233544,1344.38719192273,5,4866.871224894126,0.0,36375.43574479129,0.3312,1.3497,0.7429215277777778
dynamic_reserve_aware,2025-05-28,2331.4416720254053,2330.993180286395,53277.308597720395,33740.383985805354,1395.417406165037,0.8,59156.90023588878,2360.423793148268,11662.63205711088,25,50.24494117369022,140.72384837219101,45403.016042916235,0.2285,1.3888,0.7512673611111111
dynamic_reserve_aware,2025-05-29,2330.993180286395,2721.6259523505423,59649.62104587891,37061.65693275578,510.59320309527084,0.8,61510.03987613467,1150.983450569228,4059.8041765561375,17,2961.9036618855102,0.0,41121.46110931192,0.3164,1.3731,0.7595125
dynamic_reserve_aware,2025-05-30,2721.6259523505423,2605.7915766840842,26655.26306995264,11149.38340288151,374.3140782230491,0.8,35293.46762958229,1006.6494789259225,3572.7302616677025,17,18267.48325568045,0.0,14722.113664549213,0.0389,1.2666,0.5609930555555556
dynamic_reserve_aware,2025-05-31,2605.7915766840842,2452.0653768771613,27904.606972533744,11033.407080300625,583.4094573419018,0.8,36031.66912801709,1167.0216841124459,2514.296556401863,12,17479.055249127145,0.0,13547.703636702488,0.1409,1.2,0.5663548611111112
dynamic_reserve_aware,2025-06-01,2452.0653768771613,1200.0,59076.205454157316,39850.445274300946,1833.0580366653278,0.8,62254.33102615671,13126.66974343406,74283.2910823168,80,0.0,2006.2993816140363,114133.73635661775,0.3697,1.406,0.8191805555555556
dynamic_reserve_aware,2025-06-02,1200.0,1200.0,66173.34912184323,43566.08617600196,5650.772638973884,0.8,65329.13175070217,7320.167661472735,34661.58390006602,59,1311.4925712276454,817.1165045737941,78227.67007606798,0.3546,1.3869,0.8099458333333333
dynamic_reserve_aware,2025-06-03,1200.0,1200.0,74510.45803642337,50281.61106909151,1540.6956590930222,0.8,70807.49574451402,1883.9745973701274,8941.850813653167,19,4533.916213582975,605.9488785790894,59223.461882744676,0.3586,1.4412,0.806282638888889
dynamic_reserve_aware,2025-06-04,1200.0,1262.0378395738712,74518.7074099321,49717.29205801923,3606.5703727287582,0.8,70825.16973656189,2997.694059098242,14441.916010543457,31,4237.807449841185,561.6236635143187,64159.208068562686,0.3598,1.4185,0.8136590277777778
dynamic_reserve_aware,2025-06-05,1262.0378395738712,1919.0307038874766,78309.61129768645,53986.57642396014,4606.244911646434,0.8,72356.45324154352,1083.6463327705285,6649.90171052557,11,3746.2750818203494,270.46369232203017,60636.47813448571,0.3403,1.4022,0.8220694444444444
dynamic_reserve_aware,2025-06-06,1919.0307038874766,2526.4010729066326,36126.83860528094,17925.965001386954,1234.016899995232,0.8,43568.38808429561,2514.3681426434628,10750.161050540264,18,4636.926271309323,1.126293271076861,28676.12605192722,0.2445,1.2673,0.6492826388888889
dynamic_reserve_aware,2025-06-07,2526.4010729066326,3084.513613476727,37252.99519742512,18560.88908777849,885.8147293625568,0.8,45511.32808237051,901.4272363416819,4756.168675565561,7,3563.4064846644787,0.0,23317.05776334405,0.2901,1.2859,0.6502881944444445
dynamic_reserve_aware,2025-06-08,3084.513613476727,3904.2102065114395,86174.6541318462,59130.20356018744,1075.067342226119,0.8,84074.70293916225,957.5809802856395,5836.716788276424,2,18749.128215385826,0.0,64966.920348463864,0.3642,1.4164,0.7970791666666668
dynamic_reserve_aware,2025-06-09,3904.2102065114395,3303.115886670469,83792.32348619762,59481.89476524202,4880.051540812485,0.8,82678.65187371225,1060.9556583156063,5026.090386561133,5,11396.682300490458,0.0,64507.98515180315,0.3522,1.4169,0.81925625
dynamic_reserve_aware,2025-06-10,3303.115886670469,3102.5352130736605,80990.73578499115,55868.52654649007,1832.7584481298625,0.8,78702.35890487864,993.1761502473595,3706.7664012941996,3,6937.196368232217,0.0,59575.29294778427,0.377,1.4372,0.8168180555555556
dynamic_reserve_aware,2025-06-11,3102.5352130736605,3789.91790719267,80141.67077485542,54966.71667923179,1492.9238329107975,0.8,78699.72501411973,3340.50757919888,17965.053102987815,26,2547.9718286640764,0.0,72931.7697822196,0.2889,1.442,0.8316965277777778
dynamic_reserve_aware,2025-06-12,3789.91790719267,3588.5968550732746,82135.67092153429,58113.71508088891,3478.843482815765,0.8,80433.51341278767,634.4876709906514,4324.66796547228,1,6988.806506833739,0.0,62438.383046361196,0.3069,1.4394,0.8219833333333333
dynamic_reserve_aware,2025-06-13,3588.5968550732746,3584.1370383254457,38596.042401599414,19838.982012401302,1720.3837899488885,0.8,47398.90851460749,300.11969497617577,1628.3170018019935,3,8030.008427272107,0.0,21467.299014203294,0.2565,1.298,0.6400291666666666
dynamic_reserve_aware,2025-06-14,3584.1370383254457,3961.4606446944194,41784.91328932866,21837.573237538818,766.023976747764,0.8,51259.19357008981,916.9923352386289,3556.0489297888894,2,13100.432315829277,0.0,25393.622167327707,0.2585,1.238,0.6368673611111111
dynamic_reserve_aware,2025-06-15,3961.4606446944194,3249.5740163648843,79020.17849429944,54729.133226928156,3536.3577238685257,0.8,78044.45488471915,1105.078403951057,5918.139673858342,2,6969.719152403869,0.0,60647.2729007865,0.3571,1.4464,0.8178270833333333
dynamic_reserve_aware,2025-06-16,3249.5740163648843,4139.984711685105,79601.79948598413,55544.989339090316,435.66877958985685,0.8,78107.60042917787,1432.9738807431431,8559.312153365296,14,3760.783412815872,0.0,64104.30149245561,0.3023,1.3988,0.8232416666666666
dynamic_reserve_aware,2025-06-17,4139.984711685105,3541.5577597246793,79342.11818348714,55487.3697666235,5649.307243553328,0.8,78009.7303744972,1313.5144807505867,8370.188731963224,8,2644.2556572505237,0.0,63857.558498586724,0.3465,1.4509,0.8286263888888888
dynamic_reserve_aware,2025-06-18,3541.5577597246793,2348.12823037798,77911.75870463828,54577.07501626252,2958.535754375647,0.8,76537.83465278072,1186.560465154891,5137.873553128873,7,6250.1475181918095,0.0,59714.94856939139,0.3499,1.4109,0.82005
dynamic_reserve_aware,2025-06-19,2348.12823037798,2219.8399267516593,77363.43305745938,53245.72670647723,1666.6550241968403,0.8,74648.8760129093,1356.5430418007638,6182.628216212058,17,7079.2356706289565,0.0,59428.35492268929,0.3554,1.4236,0.8079104166666666
dynamic_reserve_aware,2025-06-20,2219.8399267516593,2786.07425689203,34073.09766081059,16992.016633401046,583.6601071644468,0.8,42617.06317737806,737.855668051152,3560.3894370233784,7,9076.6532601153,0.0,20552.406070424426,0.2668,1.2402,0.6213069444444445
dynamic_reserve_aware,2025-06-21,2786.07425689203,1890.3614283088725,30649.96754890127,15035.855750373586,221.5373862643367,0.8,39063.58481381976,1445.0520454788627,4699.861562032154,13,10864.81408331103,115.18415156462038,19735.71731240574,0.1828,1.2633,0.6095256944444445
dynamic_reserve_aware,2025-06-22,1890.3614283088725,2143.520128842725,70767.74371837286,47803.94555079979,4126.139236941203,0.8,69775.87423973586,1475.8909944405475,6333.1059450945595,10,469.1526554065216,0.0,54137.05149589435,0.3355,1.4122,0.8074916666666668
dynamic_reserve_aware,2025-06-23,2143.520128842725,1649.9202723851138,70816.90753082502,48087.94461922726,1088.506685762409,0.8,70203.43832088273,1865.7111084804324,6942.763244780507,16,2369.080853642173,14.090750870881834,55030.70786400777,0.3539,1.4023,0.8048722222222222
dynamic_reserve_aware,2025-06-24,1649.9202723851138,2112.519236396693,70245.29980516448,49350.50529288579,4704.620683249786,0.8,69509.64260682215,9548.562794584868,56476.44355776247,47,0.0,36.23746806581903,105826.94885064826,0.3611,1.4158,0.8405347222222221
dynamic_reserve_aware,2025-06-25,2112.519236396693,2049.531645912685,71332.77487368335,48080.71732449894,3347.0501919277317,0.8,70224.4776429662,3014.5024247056144,17095.361876375555,20,382.651259218159,0.0,65176.07920087449,0.3384,1.4004,0.8163465277777777
dynamic_reserve_aware,2025-06-26,2049.531645912685,1746.515043428029,72808.43254928938,48561.65863657984,4503.822612595582,0.8,70912.8063828548,2072.2866072053653,10101.36331375135,21,3760.554539423238,90.11746373192625,58663.0219503312,0.3376,1.417,0.8059743055555556
dynamic_reserve_aware,2025-06-27,1746.515043428029,2084.3464169281733,31370.24870024929,15183.058092449133,456.51838043692123,0.8,39388.60604442042,1357.4045019128175,5223.517494361595,19,10074.374592067205,0.0,20406.57558681073,0.1708,1.2437,0.6051201388888889
dynamic_reserve_aware,2025-06-28,2084.3464169281733,2406.26571588643,31851.817127783666,15378.502037645667,702.4804001830055,0.8,40392.491294984764,1460.3343383766057,5832.836763013641,12,8494.426513909712,0.0,21211.33880065931,0.1995,1.2402,0.6229888888888888
dynamic_reserve_aware,2025-06-29,2406.26571588643,3167.828295073269,72489.00724327218,49507.77261058914,1412.6707704579198,0.8,71478.77184920081,1712.025078247745,8699.7583451706,17,464.0898700828973,0.0,58207.53095575974,0.3508,1.3938,0.8118270833333334
dynamic_reserve_aware,2025-06-30,3167.828295073269,2550.313458420011,72945.91514535472,48958.83654039215,5112.293925773761,0.8,72470.79015970694,1667.0241224956478,8913.183147620523,17,1636.3567291641052,36.605604616198434,57872.019688012675,0.3316,1.4347,0.8101881944444445
dynamic_reserve_aware,2025-07-01,2550.313458420011,1200.0,74468.39468699833,54583.35311127009,5576.718420810212,0.8,72539.92874307977,7542.88811530026,40101.01306527811,59,879.4670512558669,713.5909975779722,94684.3661765482,0.3868,1.7322,0.8907618055555555
dynamic_reserve_aware,2025-07-02,1200.0,1200.0,79066.15687912091,58442.75067538716,4225.34172770077,0.8,78384.08149538594,3611.051082922317,19330.283006385514,32,6765.735247516959,334.94805608750926,77773.03368177268,0.4184,1.727,0.8753215277777778
dynamic_reserve_aware,2025-07-03,1200.0,2427.049516447845,77729.8130332448,59347.94667142081,2077.2936443286258,0.8,77144.25375599321,6073.731148797983,46241.10781660465,33,0.0,0.0,105589.05448802546,0.3737,1.7936,0.9014361111111112
dynamic_reserve_aware,2025-07-04,2427.049516447845,2348.692369910899,41062.9485471592,23971.601789162894,1362.7314831875005,0.8,49127.32147653411,1340.4959555666533,7346.7891261132445,4,10845.413485220884,0.0,31318.39091527614,0.1337,1.5677,0.6903083333333333
dynamic_reserve_aware,2025-07-05,2348.692369910899,2921.7938650432807,44423.67169511474,25402.92269133845,546.7377246484502,0.8,53101.12903626748,605.3091473099869,2701.6440674782075,4,12707.14912380873,0.0,28104.566758816654,0.168,1.5334,0.68431875
dynamic_reserve_aware,2025-07-06,2921.7938650432807,2399.0112962312082,80664.87501670202,61292.23499143324,3886.901250489687,0.8,82246.3016854448,2368.7652692823244,17242.47473356165,16,56.85205751458193,118.12874160832462,78534.70972499489,0.4315,1.7731,0.8986708333333334
dynamic_reserve_aware,2025-07-07,2399.0112962312082,5537.893401654524,91777.42256471311,69395.55021935157,1915.688178591484,0.8,91538.61654339056,645.5916779532955,5370.031577215512,1,12911.673392120341,0.0,74765.58179656709,0.3983,1.7052,0.8773902777777778
dynamic_reserve_aware,2025-07-08,5537.893401654524,5714.260174099418,89620.3299630419,69394.9087756702,3891.1672185648436,0.8,92165.08081332706,545.2936438547895,4578.830727448667,1,11267.016903583199,0.0,73973.73950311888,0.3935,1.7507,0.8836034722222222
dynamic_reserve_aware,2025-07-09,5714.260174099418,4513.489932643704,87788.40713086433,67415.22459331618,3362.813843686169,0.8,90739.59548042435,349.19335260061183,1514.0786281603641,2,12213.019454800997,0.0,68929.30322147654,0.3976,1.7416,0.8791770833333333
dynamic_reserve_aware,2025-07-10,4513.489932643704,4328.282807015754,84181.98386796453,64192.84638910576,1803.5893882027854,0.8,85899.39331048423,893.5309329299603,7028.094790339612,2,9321.0423936102,0.0,71220.94117944538,0.4072,1.7648,0.8775076388888888
dynamic_reserve_aware,2025-07-11,4328.282807015754,4231.514924681702,47413.099504069614,28837.10428714946,1104.5666388674722,0.8,56826.20429460627,413.96525806251316,999.7260982209693,1,13088.10360937967,0.0,29836.83038537043,0.2855,1.5451,0.7069465277777778
dynamic_reserve_aware,2025-07-12,4231.514924681702,3521.3916384844115,48537.97643898018,27691.45511077172,138.97709160488589,0.8,56189.976120652165,977.633484787295,4161.136664191195,2,16393.80703326955,0.0,31852.591774962915,0.2556,1.5783,0.6942819444444444
dynamic_reserve_aware,2025-07-13,3521.3916384844115,2672.71358264444,83279.08535837173,60792.693672913214,2364.851061125263,0.8,83236.27967598113,876.4252390661892,4806.313217997393,6,12704.204216886308,25.769982207986573,65599.0068909106,0.3392,1.7345,0.8542875
dynamic_reserve_aware,2025-07-14,2672.71358264444,4005.185123377618,88421.4785538512,65710.03799991394,1850.8867809755684,0.8,86062.09932353266,1139.9078525395535,4687.732718558551,2,13075.302329712864,0.0,70397.77071847249,0.3522,1.7345,0.8722152777777779
dynamic_reserve_aware,2025-07-15,4005.185123377618,4486.881352155774,87565.74148357305,65064.38704135467,532.304871090427,0.8,87309.98390198473,687.42625,2967.962834375,1,11682.667816501013,0.0,68032.34987572966,0.3419,1.7416,0.8721083333333334
dynamic_reserve_aware,2025-07-16,4486.881352155774,3865.595245548777,83606.97800389593,63719.88920106282,2639.865824348933,0.8,85367.21986825348,1087.003075135187,6439.219914628111,3,10359.020865770137,0.0,70159.10911569092,0.3718,1.6813,0.8758020833333333
dynamic_reserve_aware,2025-07-17,3865.595245548777,2415.537696970196,79006.92883240739,58804.441577599915,711.0655398383793,0.8,80466.37110458454,1158.3697983489951,7144.337240362744,3,5251.035073925615,83.91374870453069,65948.77881796265,0.3696,1.7092,0.8748208333333334
dynamic_reserve_aware,2025-07-18,2415.537696970196,2593.9633680317143,42139.260615031,23993.193111464207,746.0609198003647,0.8,51230.42780556059,1075.4993638697858,5317.896821372431,4,9197.30317035798,0.0,29311.089932836636,0.3031,1.5835,0.6942027777777777
dynamic_reserve_aware,2025-07-19,2593.9633680317143,2018.7459104199402,40117.5753598145,22019.24340923659,886.6703021436454,0.8,48412.17771856612,2845.6516357891705,13433.91811237789,19,13566.869572183768,143.34529336381104,35453.161521614486,0.1583,1.5795,0.6802993055555555
dynamic_reserve_aware,2025-07-20,2018.7459104199402,2125.212541844934,75585.3907660154,55355.46694977791,962.0897666242627,0.8,76104.43776547813,1423.293467614818,9859.877621049063,8,1327.0816880060902,16.922201399146502,65215.34457082697,0.3497,1.7018,0.8676124999999999
dynamic_reserve_aware,2025-07-21,2125.212541844934,2016.512983864213,75955.1408587307,56555.5520005314,1567.5417107934331,0.8,75936.8644014723,2494.5374522419925,15209.379113559327,26,1082.3905783184086,53.22971858306789,71764.93111409072,0.3888,1.7317,0.8791791666666667
dynamic_reserve_aware,2025-07-22,2016.512983864213,3015.737517772513,80892.59034487074,59335.86058216202,716.3978885756803,0.8,79655.65900062441,1470.129990039658,8863.962494406034,7,3775.4690576171242,0.0,68199.82307656805,0.3953,1.7059,0.8751333333333333
dynamic_reserve_aware,2025-07-23,3015.737517772513,2223.767624470566,77188.82334130116,57100.451645974725,1973.282183827921,0.8,78541.33994012143,1805.5962855076957,11666.480102218195,20,1937.1437019809957,54.119903758270425,68766.93174819292,0.4298,1.7196,0.8755840277777778
dynamic_reserve_aware,2025-07-24,2223.767624470566,2024.3995230924181,78214.32131671731,58464.60087580905,1990.5347881167866,0.8,78072.9257604577,2087.6316817755883,10494.308539679945,24,3549.7270762654925,0.0,68958.90941548899,0.4014,1.7129,0.8774458333333334
dynamic_reserve_aware,2025-07-25,2024.3995230924181,1367.0021966831061,38988.54756261485,21713.947124368948,199.29699846071017,0.8,46877.52018359379,1498.1348850287732,7215.073523867903,11,11763.935652163309,26.89674558328295,28929.020648236852,0.192,1.5162,0.67696875
dynamic_reserve_aware,2025-07-26,1367.0021966831061,1450.766129135223,38823.020150388744,21116.805279307497,635.488703286498,0.8,45966.93447215973,2779.2246234970153,11087.606910168477,19,9745.099686618836,628.529237868076,32204.412189475974,0.2778,1.5779,0.6880090277777778
dynamic_reserve_aware,2025-07-27,1450.766129135223,1309.5717239481291,72864.99942460911,53696.12780859071,1445.9859901089387,0.8,73301.1036618395,5439.748194623483,29473.856523146547,50,1115.7396873964512,35.36532304764614,83169.98433173726,0.3756,1.6917,0.87713125
dynamic_reserve_aware,2025-07-28,1309.5717239481291,1832.8386891159782,75480.15185633728,55456.01330765257,3094.053839872465,0.8,76141.35566424516,6426.833383522742,44837.687637015435,47,114.12024333384807,204.13550649173965,100293.700944668,0.3783,1.7444,0.8862368055555556
dynamic_reserve_aware,2025-07-29,1832.8386891159782,3474.297917757156,89846.61150840996,66233.70582675953,404.5594033368033,0.8,86366.83988546589,1793.5057569613814,9464.421959845975,4,10409.345722609303,1058.0202924242315,75698.1277866055,0.4164,1.7497,0.8846277777777778
dynamic_reserve_aware,2025-07-30,3474.297917757156,3670.44753067592,83683.66351565716,62680.77468675626,914.5437390856239,0.8,82864.85065938273,1396.0877361119833,9108.823804349335,8,7531.404571378196,0.0,71789.5984911056,0.3727,1.6898,0.8796965277777778
dynamic_reserve_aware,2025-07-31,3670.44753067592,3090.4148994376187,80474.91276116167,59596.03847626066,3215.8573007607115,0.8,80456.68169844334,557.0375479127435,4558.046157310517,3,2996.2293296061384,0.0,64154.08463357118,0.381,1.7439,0.8814312499999999
dynamic_reserve_aware,2025-08-01,3090.4148994376187,3541.0763894611828,42423.522704792755,24157.455933863705,432.0408205488382,0.8,51867.749049229154,667.3164390719671,4358.735382785826,6,18589.443019036706,0.0,28516.19131664953,0.1568,1.5892,0.6663972222222222
dynamic_reserve_aware,2025-08-02,3541.0763894611828,2863.907074141594,39922.305289544216,22239.99865718495,1097.8064216982693,0.8,49558.48458629064,1097.6383460376103,4789.01844588755,4,17878.21627429907,67.42002917600337,27029.017103072503,0.1219,1.5378,0.6621874999999999
dynamic_reserve_aware,2025-08-03,2863.907074141594,2757.1061961504374,80068.29523355153,56794.49439432447,172.98512564627737,0.8,80312.27209077282,1872.8149298071369,12695.147035120573,9,15999.011952590881,0.0,69489.64142944505,0.3408,1.692,0.83336875
dynamic_reserve_aware,2025-08-04,2757.1061961504374,2374.4453080391786,69235.14664724885,51095.2612838964,1442.123554081726,0.8,74883.43709943064,912.2571928375665,6708.574397004189,6,1825.7321243351098,0.0,57803.835680900585,0.374,1.6947,0.8447847222222222
dynamic_reserve_aware,2025-08-05,2374.4453080391786,2320.1814999258754,66919.70017059625,49529.95082637042,1635.9396633220163,0.8,72869.49624577627,1688.327468304289,11040.395264021228,16,70.99458925091676,0.0,60570.34609039165,0.3346,1.7018,0.8445958333333334
dynamic_reserve_aware,2025-08-06,2320.1814999258754,1754.6270824181145,66229.88729778389,49844.10813454694,2775.053675386035,0.8,73489.7641683473,4518.205298892913,25017.434218249982,33,112.65062549173228,0.0,74861.54235279693,0.3616,1.7116,0.8577486111111111
dynamic_reserve_aware,2025-08-07,1754.6270824181145,2086.8640246676914,69643.23043720628,51139.31609306431,1591.2274951823615,0.8,74163.6562177111,1537.2652086663068,8788.565098043631,7,3985.191458531508,16.37729227631064,59927.88119110795,0.3292,1.7422,0.8411048611111112
dynamic_reserve_aware,2025-08-08,2086.8640246676914,2572.0897785335605,39277.513157400936,21347.93352453094,1004.0706336025216,0.8,47622.77858775745,1300.9667277214685,5982.100879690093,4,21552.34955140508,0.0,27330.034404221034,0.0665,1.5268,0.6379520833333333
dynamic_reserve_aware,2025-08-09,2572.0897785335605,2640.0770842445313,40142.73342397202,22372.13206292659,971.8068774078638,0.8,48853.55866475409,778.1612130311727,3119.0238324272477,5,18859.900702083003,0.0,25491.155895353837,0.1714,1.5586,0.6529750000000001
dynamic_reserve_aware,2025-08-10,2640.0770842445313,2279.981656847752,67747.2654236888,51059.33883177803,2067.7410853924966,0.8,74470.47332249921,637.294250471626,4874.161861889468,5,129.01397075301702,0.0,55933.500693667505,0.3761,1.7523,0.8486909722222223
dynamic_reserve_aware,2025-08-11,2279.981656847752,2164.965644187762,70473.81676577547,50899.51648430928,552.6869245870828,0.8,75471.81590577998,1445.888431352947,7623.358204926358,8,3685.7851860449414,0.0,58522.874689235636,0.3636,1.7686,0.8396298611111112
dynamic_reserve_aware,2025-08-12,2164.965644187762,2256.0664673584984,68856.29401088008,50866.5239143878,825.6764233700893,0.8,73921.41967075429,2312.480941991644,15759.67679780522,21,44.989666807247886,334.8885476611391,66626.20071219302,0.3472,1.7091,0.8573708333333333
dynamic_reserve_aware,2025-08-13,2256.0664673584984,2748.476407905325,74257.97494634529,54451.8332454032,484.4744144213847,0.8,77168.95454618536,1303.0760496437747,7392.056734293955,10,5852.473832970848,0.0,61843.88997969715,0.3789,1.7327,0.8531652777777778
dynamic_reserve_aware,2025-08-14,2748.476407905325,2401.5208037222433,69558.76860559276,50867.00842928872,2094.0376390578367,0.8,74343.6840094689,1478.7213560768464,10178.524921882286,18,1615.0772951375516,0.0,61045.533351171005,0.3843,1.7384,0.8501201388888889
dynamic_reserve_aware,2025-08-15,2401.5208037222433,1978.3390106554566,38565.229769736354,21508.913987357264,444.8646363981369,0.8,47259.193351854075,1070.8032713484768,4768.150666341517,10,20314.593033327525,42.61749388114049,26277.06465369878,0.1119,1.6114,0.6512152777777778
dynamic_reserve_aware,2025-08-16,1978.3390106554566,2809.7477657172467,41581.488262792904,22998.650242210588,360.38976285446813,0.8,49342.9341706422,1218.1802671152623,5757.961544300576,7,22059.631506747304,0.0,28756.611786511163,0.0685,1.5409,0.6473409722222221
dynamic_reserve_aware,2025-08-17,2809.7477657172467,3281.9690857160167,76483.00964337714,55438.03363036181,186.96651524095424,0.8,78981.1444660644,1352.70402327474,8662.300086597228,6,11018.681789769224,0.0,64100.33371695904,0.3386,1.7136,0.8399
dynamic_reserve_aware,2025-08-18,3281.9690857160167,2428.5718453986774,67245.53929098485,50275.09673919129,404.749826805246,0.8,74192.37061925825,1315.2949595320565,7324.120256046895,13,1449.2901761500957,40.530674533955676,57599.21699523819,0.3325,1.7616,0.8475611111111111
dynamic_reserve_aware,2025-08-19,2428.5718453986774,2702.6857737318796,73213.78619914316,54156.566814092745,556.2544751914489,0.8,77402.45056213975,1281.5051761871355,7520.145172764439,9,6762.609810706061,312.75295595289003,61676.71198685718,0.4324,1.7202,0.8429152777777777
dynamic_reserve_aware,2025-08-20,2702.6857737318796,2381.2516538902146,67840.9291636445,50546.869014196345,3746.722922231267,0.8,74810.23922478301,5945.911429916063,42712.00286088776,37,338.06764134339767,848.0463335988336,93258.8718750841,0.4085,1.7251,0.866348611111111
dynamic_reserve_aware,2025-08-21,2381.2516538902146,2353.2135054012792,73606.12887761077,53588.05009958576,1092.6808486212228,0.8,76123.48373194922,1483.2703095933214,9209.66033045965,11,6117.450317527298,0.0,62797.71043004541,0.4163,1.7157,0.8472069444444443
dynamic_reserve_aware,2025-08-22,2353.2135054012792,2288.3610919714497,39419.851389213,22055.191300754217,647.0630358005876,0.8,48448.71196580878,1524.3405369954592,7650.632290879577,17,17203.21646763829,0.0,29705.823591633794,0.1444,1.5612,0.6604708333333333
dynamic_reserve_aware,2025-08-23,2288.3610919714497,2498.1450566524563,40588.593806587014,22374.79440183213,758.9419582942708,0.8,48931.15572905613,1162.9990212844523,5415.173022382474,3,16307.891733233308,0.0,27789.967424214603,0.1405,1.5209,0.6591965277777778
dynamic_reserve_aware,2025-08-24,2498.1450566524563,2943.8828556653293,74236.37512315027,53732.24672467826,1984.150323205291,0.8,76278.80936073605,1117.0481169831087,8463.599788447518,12,7529.182800034725,0.0,62195.84651312578,0.3394,1.7075,0.8410215277777777
dynamic_reserve_aware,2025-08-25,2943.8828556653293,2779.2801185484022,76326.28681927122,55854.839232266604,1261.9966418095628,0.8,78213.71272700278,1400.742550086492,8802.637045131076,3,3756.352552589133,0.0,64657.47627739768,0.3974,1.7083,0.8601569444444443
dynamic_reserve_aware,2025-08-26,2779.2801185484022,2810.0196921389684,73287.43698999082,52877.83521208307,1983.3033467099208,0.8,76259.37844289561,1189.2080308922739,8076.599512938734,10,5400.0641925706805,1.7072631196375596,60954.4347250218,0.3224,1.6987,0.8444180555555555
dynamic_reserve_aware,2025-08-27,2810.0196921389684,2166.6554470390843,70873.42616733615,51588.63335766609,1892.3341692161462,0.8,75363.4783567739,1212.750752579163,8388.58671756233,12,858.3090119542313,0.0,59977.22007522842,0.3375,1.7058,0.8533875
dynamic_reserve_aware,2025-08-28,2166.6554470390843,2210.1485386354493,71473.49719925533,52249.43614772429,2521.5374349113895,0.8,76183.11796571569,2879.517184917322,19485.178345380635,18,102.42890861360866,1.7906663381447743,71734.61449310492,0.3748,1.7227,0.863504861111111
