date,time_index,emergency_purchase_kwh,price_yuan_per_kwh,emergency_cost_yuan
2025-04-23,35,68.33164286913211,0.9769,333.7659095942758
2025-04-23,36,0.0,0.9712,0.0
2025-04-23,37,0.0,0.8793,0.0
2025-04-23,38,0.0,0.8654,0.0
2025-04-23,39,0.0,0.8407,0.0
2025-04-23,40,0.0,0.8227,0.0
2025-04-23,41,0.0,0.8023,0.0
2025-04-23,42,0.0,0.7484,0.0
2025-04-23,43,0.0,0.755,0.0
2025-04-23,44,0.0,0.7467,0.0
2025-04-23,45,0.0,0.5992,0.0
2025-04-23,46,0.0,0.7673,0.0
2025-04-23,47,0.0,1.151,0.0
2025-04-23,48,0.0,1.1615,0.0
2025-04-23,49,0.0,1.0547,0.0
2025-04-23,50,0.0,1.0325,0.0
2025-04-23,51,0.0,1.0279,0.0
2025-04-23,52,0.0,0.9907,0.0
2025-04-23,53,0.0,0.9496,0.0
2025-04-23,54,0.0,0.971,0.0
2025-04-23,55,0.0,0.9861,0.0
2025-04-23,56,0.0,0.9673,0.0
2025-04-23,57,0.0,0.9482,0.0
2025-04-23,58,0.0,0.9065,0.0
2025-04-23,59,0.0,0.8544,0.0
2025-04-23,60,0.0,0.8357,0.0
2025-04-23,61,0.0,0.8263,0.0
2025-04-23,62,0.0,0.832,0.0
2025-04-23,63,0.0,0.853,0.0
2025-04-23,64,0.0,0.6909,0.0
2025-04-23,65,0.0,0.4563,0.0
2025-04-23,66,0.0,0.4765,0.0
2025-04-23,67,0.0,0.5203,0.0
2025-04-23,68,0.0,0.4982,0.0
2025-04-23,69,0.0,0.5439,0.0
2025-04-23,70,0.0,0.5479,0.0
2025-04-23,71,0.0,0.4748,0.0
2025-04-23,72,0.0,0.4173,0.0
2025-04-23,73,0.0,0.4275,0.0
2025-04-23,74,0.0,0.4464,0.0
2025-04-23,75,0.0,0.4025,0.0
2025-04-23,76,0.0,0.5517,0.0
2025-04-23,77,0.0,0.8203,0.0
2025-04-23,78,0.0,0.8576,0.0
2025-04-23,79,0.0,0.8463,0.0
2025-04-23,80,0.0,0.8767,0.0
2025-04-23,81,0.0,0.8592,0.0
2025-04-23,82,0.0,0.8984,0.0
2025-04-23,83,0.0,0.9687,0.0
2025-04-23,84,0.0,0.928,0.0
2025-04-23,85,0.0,0.8892,0.0
2025-04-23,86,0.0,0.9237,0.0
2025-04-23,87,0.0,0.9666,0.0
2025-04-23,88,0.0,0.8485,0.0
2025-04-23,89,0.0,0.6496,0.0
2025-04-23,90,0.0,0.6284,0.0
2025-04-23,91,0.0,0.6606,0.0
2025-04-23,92,0.0,0.6565,0.0
2025-04-23,93,0.0,0.658,0.0
2025-04-23,94,0.0,0.7005,0.0
2025-04-23,95,0.0,0.7662,0.0
2025-04-23,96,0.0,0.8009,0.0
2025-04-23,97,0.0,0.8064,0.0
2025-04-23,98,0.0,0.8113,0.0
2025-04-23,99,0.0,0.8457,0.0
2025-04-23,100,0.0,0.895,0.0
2025-04-23,101,0.0,0.929,0.0
2025-04-23,102,0.0,0.9349,0.0
2025-04-23,103,0.0,0.9843,0.0
2025-04-23,104,0.0,1.0424,0.0
2025-04-23,105,0.0,1.0151,0.0
2025-04-23,106,0.0,1.0665,0.0
2025-04-23,107,0.0,1.1959,0.0
2025-04-23,108,0.0,1.2366,0.0
2025-04-23,109,324.3645148682302,1.2776,2072.0405209782543
2025-04-23,110,53.56207460047415,1.3415,359.26761538268033
2025-04-23,111,17.413790108376702,1.3396,116.63756614590714
2025-04-23,112,0.0,1.2695,0.0
2025-04-23,113,0.0,1.2065,0.0
2025-04-23,114,0.0,1.236,0.0
2025-04-23,115,0.0,1.2673,0.0
2025-04-23,116,0.0,1.2502,0.0
2025-04-23,117,0.0,1.225,0.0
2025-04-23,118,0.0,1.2526,0.0
2025-04-23,119,0.0,1.3108,0.0
2025-04-23,120,0.0,1.3124,0.0
2025-04-23,121,7.103770107476521,1.2638,44.88872330914414
2025-04-23,122,0.0,1.27,0.0
2025-04-23,123,0.0,1.3932,0.0
2025-04-23,124,0.0,1.2508,0.0
2025-04-23,125,0.0,0.938,0.0
2025-04-23,126,0.0,0.9393,0.0
2025-04-23,127,0.0,0.9553,0.0
2025-04-23,128,0.0,0.9179,0.0
2025-04-23,129,0.0,1.0204,0.0
2025-04-23,130,0.0,0.8015,0.0
2025-04-23,131,0.0,0.3791,0.0
2025-04-23,132,0.0,0.3743,0.0
2025-04-23,133,0.0,0.4476,0.0
2025-04-23,134,0.0,0.3978,0.0
2025-04-23,135,0.0,0.376,0.0
2025-04-23,136,0.0,0.3997,0.0
2025-04-23,137,0.0,0.4338,0.0
2025-04-23,138,0.0,0.4389,0.0
2025-04-23,139,0.0,0.4166,0.0
2025-04-23,140,0.0,0.3741,0.0
2025-04-23,141,0.0,0.3289,0.0
2025-04-23,142,0.0,0.3546,0.0
2025-04-23,143,0.0,0.4242,0.0
2025-04-24,0,17.819377643515736,0.4346,38.72150761935969
2025-04-24,1,0.0,0.4344,0.0
2025-04-24,2,0.0,0.4603,0.0
2025-04-24,3,0.0,0.4878,0.0
2025-04-24,4,11.175948725189048,0.4601,25.710270042297406
2025-04-24,5,0.0,0.4222,0.0
2025-04-24,6,0.0,0.4694,0.0
2025-04-24,7,12.589233477640027,0.4719,29.704296390491645
2025-04-24,8,0.0,0.4274,0.0
2025-04-24,9,0.0,0.4604,0.0
2025-04-24,10,0.0,0.4693,0.0
2025-04-24,11,0.0,0.428,0.0
2025-04-24,12,0.0,0.4226,0.0
2025-04-24,13,0.0,0.4478,0.0
2025-04-24,14,0.0,0.4458,0.0
2025-04-24,15,0.0,0.3776,0.0
2025-04-24,16,0.0,0.3863,0.0
2025-04-24,17,0.0,0.47,0.0
2025-04-24,18,0.0,0.4818,0.0
2025-04-24,19,0.0,0.4528,0.0
2025-04-24,20,0.0,0.4344,0.0
2025-04-24,21,0.0,0.4418,0.0
2025-04-24,22,0.0,0.454,0.0
2025-04-24,23,0.0,0.4655,0.0
2025-04-24,24,0.0,0.4822,0.0
2025-04-24,25,0.0,0.4605,0.0
2025-04-24,26,0.0,0.4074,0.0
2025-04-24,27,0.0,0.3859,0.0
2025-04-24,28,0.0,0.4274,0.0
2025-04-24,29,0.0,0.4778,0.0
2025-04-24,30,0.0,0.4516,0.0
2025-04-24,31,0.0,0.4397,0.0
2025-04-24,32,0.0,0.4277,0.0
2025-04-24,33,0.0,0.3599,0.0
2025-04-24,34,250.606597368844,0.5906,740.0412820301964
2025-04-24,35,103.00117530819819,0.9729,501.0492172867301
2025-04-24,36,0.0,0.9725,0.0
2025-04-24,37,0.0,0.9098,0.0
2025-04-24,38,0.0,0.9355,0.0
2025-04-24,39,0.0,0.8752,0.0
2025-04-24,40,0.0,0.8088,0.0
2025-04-24,41,0.0,0.7786,0.0
2025-04-24,42,0.0,0.7418,0.0
2025-04-24,43,0.0,0.7328,0.0
2025-04-24,44,0.0,0.6955,0.0
2025-04-24,45,0.0,0.579,0.0
2025-04-24,46,0.0,0.7709,0.0
2025-04-24,47,0.0,1.1498,0.0
2025-04-24,48,0.0,1.1733,0.0
2025-04-24,49,0.0,1.0814,0.0
2025-04-24,50,0.0,1.0621,0.0
2025-04-24,51,0.0,1.0622,0.0
2025-04-24,52,0.0,1.0772,0.0
2025-04-24,53,0.0,1.0516,0.0
2025-04-24,54,0.0,0.9255,0.0
2025-04-24,55,0.0,0.8797,0.0
2025-04-24,56,0.0,0.9253,0.0
2025-04-24,57,0.0,0.9006,0.0
2025-04-24,58,0.0,0.8682,0.0
2025-04-24,59,0.0,0.8879,0.0
2025-04-24,60,0.0,0.932,0.0
2025-04-24,61,0.0,0.8786,0.0
2025-04-24,62,0.0,0.8181,0.0
2025-04-24,63,0.0,0.9237,0.0
2025-04-24,64,0.0,0.7857,0.0
2025-04-24,65,0.0,0.4681,0.0
2025-04-24,66,0.0,0.4669,0.0
2025-04-24,67,0.0,0.5288,0.0
2025-04-24,68,0.0,0.4891,0.0
2025-04-24,69,0.0,0.4479,0.0
2025-04-24,70,0.0,0.4314,0.0
2025-04-24,71,0.0,0.4196,0.0
2025-04-24,72,0.0,0.3927,0.0
2025-04-24,73,0.0,0.4219,0.0
2025-04-24,74,0.0,0.4455,0.0
2025-04-24,75,0.0,0.3582,0.0
2025-04-24,76,0.0,0.4808,0.0
2025-04-24,77,0.0,0.7569,0.0
2025-04-24,78,0.0,0.787,0.0
2025-04-24,79,0.0,0.7312,0.0
2025-04-24,80,0.0,0.7292,0.0
2025-04-24,81,0.0,0.7525,0.0
2025-04-24,82,0.0,0.7638,0.0
2025-04-24,83,0.0,0.7754,0.0
2025-04-24,84,0.0,0.8259,0.0
2025-04-24,85,0.0,0.8641,0.0
2025-04-24,86,0.0,0.895,0.0
2025-04-24,87,0.0,0.9423,0.0
2025-04-24,88,0.0,0.8017,0.0
2025-04-24,89,0.0,0.5725,0.0
2025-04-24,90,0.0,0.5832,0.0
2025-04-24,91,0.0,0.6409,0.0
2025-04-24,92,0.0,0.6391,0.0
2025-04-24,93,0.0,0.67,0.0
2025-04-24,94,0.0,0.7378,0.0
2025-04-24,95,0.0,0.7931,0.0
2025-04-24,96,0.0,0.7846,0.0
2025-04-24,97,0.0,0.7688,0.0
2025-04-24,98,0.0,0.7906,0.0
2025-04-24,99,0.0,0.8481,0.0
2025-04-24,100,0.0,0.9074,0.0
2025-04-24,101,0.0,0.9517,0.0
2025-04-24,102,0.0,0.9846,0.0
2025-04-24,103,0.0,0.9969,0.0
2025-04-24,104,0.0,0.9906,0.0
2025-04-24,105,0.0,0.9993,0.0
2025-04-24,106,0.0,1.1148,0.0
2025-04-24,107,282.9718678894768,1.2516,1770.837949252346
2025-04-24,108,0.0,1.2293,0.0
2025-04-24,109,0.0,1.2436,0.0
2025-04-24,110,418.68689233866587,1.3134,2749.516821988019
2025-04-24,111,5.1448921565290675,1.2669,32.590319365533375
2025-04-24,112,31.55489372964678,1.2526,197.62829942877775
2025-04-24,113,38.9429806632229,1.3024,253.5966900789075
2025-04-24,114,0.0,1.2909,0.0
2025-04-24,115,0.0,1.259,0.0
2025-04-24,116,0.0,1.2492,0.0
2025-04-24,117,0.0,1.2594,0.0
2025-04-24,118,0.0,1.2751,0.0
2025-04-24,119,0.0,1.2764,0.0
2025-04-24,120,0.0,1.2511,0.0
2025-04-24,121,0.0,1.2301,0.0
2025-04-24,122,10.243303408769862,1.2662,64.85035388092199
2025-04-24,123,0.0,1.349,0.0
2025-04-24,124,0.0,1.1881,0.0
2025-04-24,125,0.0,0.8973,0.0
2025-04-24,126,0.0,0.9005,0.0
2025-04-24,127,0.0,0.977,0.0
2025-04-24,128,0.0,0.9997,0.0
2025-04-24,129,0.0,1.0156,0.0
2025-04-24,130,0.0,0.753,0.0
2025-04-24,131,0.0,0.3718,0.0
2025-04-24,132,0.0,0.3573,0.0
2025-04-24,133,0.0,0.4482,0.0
2025-04-24,134,0.0,0.4491,0.0
2025-04-24,135,0.0,0.4226,0.0
2025-04-24,136,0.0,0.4256,0.0
2025-04-24,137,0.0,0.4491,0.0
2025-04-24,138,0.0,0.4416,0.0
2025-04-24,139,0.0,0.4276,0.0
2025-04-24,140,0.0,0.4094,0.0
2025-04-24,141,0.0,0.3626,0.0
2025-04-24,142,0.0,0.3209,0.0
2025-04-24,143,0.0,0.3044,0.0
2025-04-25,0,0.0,0.3035,0.0
2025-04-25,1,0.0,0.3054,0.0
2025-04-25,2,0.0,0.3227,0.0
2025-04-25,3,4.648075335336394,0.3646,8.473441336318245
2025-04-25,4,0.0,0.3309,0.0
2025-04-25,5,0.0,0.2653,0.0
2025-04-25,6,0.0,0.3148,0.0
2025-04-25,7,0.0,0.3583,0.0
2025-04-25,8,0.0,0.3389,0.0
2025-04-25,9,0.0,0.3225,0.0
2025-04-25,10,0.0,0.3318,0.0
2025-04-25,11,0.0,0.346,0.0
2025-04-25,12,0.0,0.3329,0.0
2025-04-25,13,0.0,0.3328,0.0
2025-04-25,14,0.0,0.3384,0.0
2025-04-25,15,0.0,0.3048,0.0
2025-04-25,16,0.0,0.2994,0.0
2025-04-25,17,0.0,0.3337,0.0
2025-04-25,18,0.0,0.3529,0.0
2025-04-25,19,291.929930577119,0.3772,550.5798490684464
2025-04-25,20,0.7490279137581979,0.3941,1.475959504060529
2025-04-25,21,0.0,0.3616,0.0
2025-04-25,22,0.0,0.3272,0.0
2025-04-25,23,0.0,0.3368,0.0
2025-04-25,24,0.0,0.3894,0.0
2025-04-25,25,0.0,0.3986,0.0
2025-04-25,26,0.0,0.3565,0.0
2025-04-25,27,0.0,0.3388,0.0
2025-04-25,28,0.0,0.3554,0.0
2025-04-25,29,0.0,0.3771,0.0
2025-04-25,30,0.0,0.3668,0.0
2025-04-25,31,0.0,0.3406,0.0
2025-04-25,32,0.0,0.3058,0.0
2025-04-25,33,0.0,0.2875,0.0
2025-04-25,34,0.0,0.457,0.0
2025-04-25,35,0.0,0.6995,0.0
2025-04-25,36,0.0,0.7021,0.0
2025-04-25,37,0.0,0.646,0.0
2025-04-25,38,0.0,0.6526,0.0
2025-04-25,39,0.0,0.6622,0.0
2025-04-25,40,0.0,0.637,0.0
2025-04-25,41,0.0,0.5875,0.0
2025-04-25,42,0.0,0.5536,0.0
2025-04-25,43,0.0,0.5322,0.0
2025-04-25,44,0.0,0.5144,0.0
2025-04-25,45,0.0,0.5182,0.0
2025-04-25,46,0.0,0.6349,0.0
2025-04-25,47,0.0,0.792,0.0
2025-04-25,48,0.0,0.8021,0.0
2025-04-25,49,0.0,0.7449,0.0
2025-04-25,50,0.0,0.7041,0.0
2025-04-25,51,0.0,0.6953,0.0
2025-04-25,52,0.0,0.7169,0.0
2025-04-25,53,0.0,0.7382,0.0
2025-04-25,54,0.0,0.7194,0.0
2025-04-25,55,0.0,0.6854,0.0
2025-04-25,56,0.0,0.6728,0.0
2025-04-25,57,0.0,0.6919,0.0
2025-04-25,58,0.0,0.6688,0.0
2025-04-25,59,0.0,0.6169,0.0
2025-04-25,60,0.0,0.6234,0.0
2025-04-25,61,0.0,0.6407,0.0
2025-04-25,62,0.0,0.6328,0.0
2025-04-25,63,0.0,0.5905,0.0
2025-04-25,64,0.0,0.4355,0.0
2025-04-25,65,0.0,0.2406,0.0
2025-04-25,66,0.0,0.182,0.0
2025-04-25,67,0.0,0.1738,0.0
2025-04-25,68,0.0,0.165,0.0
2025-04-25,69,0.0,0.1861,0.0
2025-04-25,70,0.0,0.1879,0.0
2025-04-25,71,0.0,0.1653,0.0
2025-04-25,72,0.0,0.1627,0.0
2025-04-25,73,0.0,0.1631,0.0
2025-04-25,74,0.0,0.1382,0.0
2025-04-25,75,0.0,0.1126,0.0
2025-04-25,76,0.0,0.2873,0.0
2025-04-25,77,0.0,0.5616,0.0
2025-04-25,78,0.0,0.6084,0.0
2025-04-25,79,0.0,0.5688,0.0
2025-04-25,80,0.0,0.5654,0.0
2025-04-25,81,0.0,0.5739,0.0
2025-04-25,82,0.0,0.5484,0.0
2025-04-25,83,0.0,0.5411,0.0
2025-04-25,84,0.0,0.635,0.0
2025-04-25,85,0.0,0.6391,0.0
2025-04-25,86,0.0,0.5646,0.0
2025-04-25,87,0.0,0.5867,0.0
2025-04-25,88,0.0,0.4626,0.0
2025-04-25,89,0.0,0.2515,0.0
2025-04-25,90,0.0,0.2829,0.0
2025-04-25,91,0.0,0.3429,0.0
2025-04-25,92,0.0,0.3284,0.0
2025-04-25,93,0.0,0.3517,0.0
2025-04-25,94,0.0,0.3876,0.0
2025-04-25,95,0.0,0.4239,0.0
2025-04-25,96,0.0,0.4817,0.0
2025-04-25,97,0.0,0.5205,0.0
2025-04-25,98,0.0,0.5476,0.0
2025-04-25,99,0.0,0.6027,0.0
2025-04-25,100,0.0,0.6052,0.0
2025-04-25,101,0.0,0.5647,0.0
2025-04-25,102,0.0,0.5764,0.0
2025-04-25,103,0.0,0.5946,0.0
2025-04-25,104,0.0,0.6134,0.0
2025-04-25,105,0.0,0.6912,0.0
2025-04-25,106,62.96555010187086,0.8379,263.79417215178796
2025-04-25,107,93.49315545407259,0.9981,466.5775922935493
2025-04-25,108,4.270953895335538,1.084,23.148570112718616
2025-04-25,109,15.943605229086756,1.0879,86.72524064361743
2025-04-25,110,6.9529668063095755,1.0829,37.646838772763196
2025-04-25,111,5.02271233828543,1.1503,28.888130013648656
2025-04-25,112,50.75775700744384,1.1677,296.3491642879609
2025-04-25,113,44.30818546493077,1.1141,246.81874713239688
2025-04-25,114,2.621903657265648,1.0961,14.369342993644384
2025-04-25,115,8.443775020997691,1.1178,47.19225859235609
2025-04-25,116,30.29569409316946,1.1417,172.94296973085784
2025-04-25,117,7.013706326021065,1.131,39.66250927364912
2025-04-25,118,0.12371142256642997,1.1101,0.6866602509549696
2025-04-25,119,16.666165015114473,1.1019,91.8222361507732
2025-04-25,120,17.905570373770672,1.1118,99.53706570779116
2025-04-25,121,45.663429643101324,1.1398,260.2358855360344
2025-04-25,122,0.0,1.1686,0.0
2025-04-25,123,0.0,1.1466,0.0
2025-04-25,124,0.0,0.9615,0.0
2025-04-25,125,0.0,0.7395,0.0
2025-04-25,126,0.0,0.7397,0.0
2025-04-25,127,0.0,0.7538,0.0
2025-04-25,128,0.0,0.7471,0.0
2025-04-25,129,0.0,0.8426,0.0
2025-04-25,130,0.0,0.6504,0.0
2025-04-25,131,0.0,0.2837,0.0
2025-04-25,132,0.0,0.2758,0.0
2025-04-25,133,0.0,0.3232,0.0
2025-04-25,134,0.0,0.2833,0.0
2025-04-25,135,0.0,0.3211,0.0
2025-04-25,136,0.0,0.3307,0.0
2025-04-25,137,0.0,0.2886,0.0
2025-04-25,138,0.0,0.2879,0.0
2025-04-25,139,0.0,0.276,0.0
2025-04-25,140,0.0,0.2887,0.0
2025-04-25,141,0.0,0.4025,0.0
2025-04-25,142,0.0,0.3688,0.0
2025-04-25,143,0.0,0.2375,0.0
2025-04-26,0,0.0,0.3049,0.0
2025-04-26,1,0.0,0.3405,0.0
2025-04-26,2,0.0,0.2729,0.0
2025-04-26,3,0.0,0.2751,0.0
2025-04-26,4,0.0,0.3198,0.0
2025-04-26,5,0.0,0.35,0.0
2025-04-26,6,0.0,0.3455,0.0
2025-04-26,7,0.0,0.3396,0.0
2025-04-26,8,0.0,0.3564,0.0
2025-04-26,9,311.06835938875815,0.3896,605.9611640893008
2025-04-26,10,0.0,0.4011,0.0
2025-04-26,11,0.0,0.3794,0.0
2025-04-26,12,0.0,0.3482,0.0
2025-04-26,13,0.0,0.3346,0.0
2025-04-26,14,0.0,0.3359,0.0
2025-04-26,15,0.0,0.3328,0.0
2025-04-26,16,0.0,0.3598,0.0
2025-04-26,17,32.79794877063853,0.3946,64.71035292446982
2025-04-26,18,0.0,0.3746,0.0
2025-04-26,19,0.0,0.3547,0.0
2025-04-26,20,0.0,0.3501,0.0
2025-04-26,21,0.0,0.323,0.0
2025-04-26,22,0.0,0.3021,0.0
2025-04-26,23,0.0,0.3184,0.0
2025-04-26,24,0.0,0.3685,0.0
2025-04-26,25,0.0,0.376,0.0
2025-04-26,26,0.0,0.3423,0.0
2025-04-26,27,0.0,0.3359,0.0
2025-04-26,28,0.0,0.3148,0.0
2025-04-26,29,0.0,0.3034,0.0
2025-04-26,30,0.0,0.3646,0.0
2025-04-26,31,0.0,0.3482,0.0
2025-04-26,32,0.0,0.26,0.0
2025-04-26,33,0.0,0.2831,0.0
2025-04-26,34,0.0,0.4641,0.0
2025-04-26,35,0.0,0.6838,0.0
2025-04-26,36,0.0,0.7528,0.0
2025-04-26,37,0.0,0.716,0.0
2025-04-26,38,0.0,0.6359,0.0
2025-04-26,39,0.0,0.5496,0.0
2025-04-26,40,0.0,0.5551,0.0
2025-04-26,41,0.0,0.6121,0.0
2025-04-26,42,0.0,0.5806,0.0
2025-04-26,43,0.0,0.5338,0.0
2025-04-26,44,0.0,0.5024,0.0
2025-04-26,45,0.0,0.4666,0.0
2025-04-26,46,0.0,0.5804,0.0
2025-04-26,47,0.0,0.7653,0.0
2025-04-26,48,0.0,0.7654,0.0
2025-04-26,49,0.0,0.7179,0.0
2025-04-26,50,0.0,0.6996,0.0
2025-04-26,51,0.0,0.6645,0.0
2025-04-26,52,0.0,0.7119,0.0
2025-04-26,53,0.0,0.7748,0.0
2025-04-26,54,0.0,0.676,0.0
2025-04-26,55,0.0,0.6057,0.0
2025-04-26,56,0.0,0.633,0.0
2025-04-26,57,0.0,0.6342,0.0
2025-04-26,58,0.0,0.5779,0.0
2025-04-26,59,0.0,0.5098,0.0
2025-04-26,60,0.0,0.5015,0.0
2025-04-26,61,0.0,0.5263,0.0
2025-04-26,62,0.0,0.5566,0.0
2025-04-26,63,0.0,0.5513,0.0
2025-04-26,64,0.0,0.3334,0.0
2025-04-26,65,0.0,0.0489,0.0
2025-04-26,66,0.0,0.0506,0.0
2025-04-26,67,0.0,0.1016,0.0
2025-04-26,68,0.0,0.0776,0.0
2025-04-26,69,0.0,0.0765,0.0
2025-04-26,70,0.0,0.034,0.0
2025-04-26,71,0.0,0.0076,0.0
2025-04-26,72,0.0,0.1304,0.0
2025-04-26,73,0.0,0.1883,0.0
2025-04-26,74,0.0,0.0987,0.0
2025-04-26,75,0.0,0.0224,0.0
2025-04-26,76,0.0,0.1985,0.0
2025-04-26,77,0.0,0.5015,0.0
2025-04-26,78,0.0,0.5628,0.0
2025-04-26,79,0.0,0.559,0.0
2025-04-26,80,0.0,0.5847,0.0
2025-04-26,81,0.0,0.5518,0.0
2025-04-26,82,0.0,0.5283,0.0
2025-04-26,83,0.0,0.5716,0.0
2025-04-26,84,0.0,0.6607,0.0
2025-04-26,85,0.0,0.6766,0.0
2025-04-26,86,0.0,0.6582,0.0
2025-04-26,87,0.0,0.7236,0.0
2025-04-26,88,0.0,0.6041,0.0
2025-04-26,89,0.0,0.3665,0.0
2025-04-26,90,0.0,0.377,0.0
2025-04-26,91,0.0,0.4652,0.0
2025-04-26,92,0.0,0.488,0.0
2025-04-26,93,0.0,0.4759,0.0
2025-04-26,94,0.0,0.4868,0.0
2025-04-26,95,0.0,0.5135,0.0
2025-04-26,96,0.0,0.5089,0.0
2025-04-26,97,0.0,0.5391,0.0
2025-04-26,98,4.475963157653655,0.6006,13.441317362433926
2025-04-26,99,82.32226666666668,0.6159,253.51142020000003
2025-04-26,100,0.0,0.6071,0.0
2025-04-26,101,0.0,0.6044,0.0
2025-04-26,102,0.0,0.6142,0.0
2025-04-26,103,1.5222652689139746,0.6194,4.714455537826579
2025-04-26,104,0.0,0.609,0.0
2025-04-26,105,18.61895631545864,0.6153,57.281219104508494
2025-04-26,106,68.73737343124105,0.785,269.7941907176211
2025-04-26,107,264.4897967035956,1.03,1362.1224530235172
2025-04-26,108,0.0,1.0937,0.0
2025-04-26,109,0.0,1.0935,0.0
2025-04-26,110,12.555560328145418,1.1238,70.5496934838491
2025-04-26,111,54.97981290884627,1.1545,317.37097001631514
2025-04-26,112,56.67228568485706,1.1425,323.74043197474595
2025-04-26,113,36.44920646679549,1.1081,201.94682842928043
2025-04-26,114,13.653525538376641,1.1096,75.7497596869136
2025-04-26,115,20.122011411248536,1.0951,110.17807348229135
2025-04-26,116,14.244398678873836,1.0729,76.41407671281868
2025-04-26,117,0.0,1.113,0.0
2025-04-26,118,0.0,1.1789,0.0
2025-04-26,119,0.0,1.196,0.0
2025-04-26,120,0.0,1.119,0.0
2025-04-26,121,0.0,1.055,0.0
2025-04-26,122,0.0,1.086,0.0
2025-04-26,123,0.0,1.1708,0.0
2025-04-26,124,0.0,1.0469,0.0
2025-04-26,125,0.0,0.7998,0.0
2025-04-26,126,0.0,0.7776,0.0
2025-04-26,127,0.0,0.7807,0.0
2025-04-26,128,0.0,0.7604,0.0
2025-04-26,129,0.0,0.8393,0.0
2025-04-26,130,0.0,0.6793,0.0
2025-04-26,131,0.0,0.3389,0.0
2025-04-26,132,0.0,0.2537,0.0
2025-04-26,133,0.0,0.3139,0.0
2025-04-26,134,0.0,0.344,0.0
2025-04-26,135,0.0,0.2898,0.0
2025-04-26,136,0.0,0.2721,0.0
2025-04-26,137,0.0,0.3262,0.0
2025-04-26,138,0.0,0.3685,0.0
2025-04-26,139,0.0,0.353,0.0
2025-04-26,140,0.0,0.3201,0.0
2025-04-26,141,0.0,0.3532,0.0
2025-04-26,142,115.30024806338855,0.409,235.7890072896296
2025-04-26,143,0.0,0.4266,0.0
2025-04-27,0,0.0,0.3905,0.0
2025-04-27,1,0.0,0.3994,0.0
2025-04-27,2,0.0,0.4554,0.0
2025-04-27,3,0.0,0.4633,0.0
2025-04-27,4,0.0,0.4368,0.0
2025-04-27,5,0.0,0.4071,0.0
2025-04-27,6,0.0,0.3914,0.0
2025-04-27,7,0.0,0.398,0.0
2025-04-27,8,0.0,0.4059,0.0
2025-04-27,9,0.0,0.383,0.0
2025-04-27,10,0.0,0.3573,0.0
2025-04-27,11,0.0,0.3649,0.0
2025-04-27,12,0.0,0.4129,0.0
2025-04-27,13,0.0,0.426,0.0
2025-04-27,14,0.0,0.4164,0.0
2025-04-27,15,0.0,0.4599,0.0
2025-04-27,16,0.0,0.4601,0.0
2025-04-27,17,0.0,0.4194,0.0
2025-04-27,18,0.0,0.4391,0.0
2025-04-27,19,0.0,0.4485,0.0
2025-04-27,20,0.0,0.4453,0.0
2025-04-27,21,0.0,0.4953,0.0
2025-04-27,22,0.0,0.4907,0.0
2025-04-27,23,0.0,0.4392,0.0
2025-04-27,24,0.0,0.4591,0.0
2025-04-27,25,0.0,0.4731,0.0
2025-04-27,26,0.0,0.45,0.0
2025-04-27,27,0.0,0.4416,0.0
2025-04-27,28,0.0,0.4463,0.0
2025-04-27,29,0.0,0.4359,0.0
2025-04-27,30,0.0,0.3983,0.0
2025-04-27,31,0.0,0.4276,0.0
2025-04-27,32,0.0,0.4455,0.0
2025-04-27,33,0.0,0.3282,0.0
2025-04-27,34,221.8155235848148,0.5326,590.6947393063618
2025-04-27,35,115.40322484408955,0.9327,538.1829390604116
2025-04-27,36,0.0,0.918,0.0
2025-04-27,37,0.0,0.8434,0.0
2025-04-27,38,0.0,0.8857,0.0
2025-04-27,39,0.0,0.8535,0.0
2025-04-27,40,0.0,0.7901,0.0
2025-04-27,41,0.0,0.7641,0.0
2025-04-27,42,0.0,0.786,0.0
2025-04-27,43,0.0,0.7886,0.0
2025-04-27,44,0.0,0.7238,0.0
2025-04-27,45,0.0,0.6454,0.0
2025-04-27,46,0.0,0.8385,0.0
2025-04-27,47,0.0,1.1886,0.0
2025-04-27,48,17.663875863925796,1.2633,111.5738718944873
2025-04-27,49,0.0,1.1831,0.0
2025-04-27,50,0.0,1.1015,0.0
2025-04-27,51,0.0,1.0537,0.0
2025-04-27,52,0.0,1.0403,0.0
2025-04-27,53,0.0,1.0214,0.0
2025-04-27,54,0.0,0.9542,0.0
2025-04-27,55,0.0,0.9115,0.0
2025-04-27,56,0.0,0.9101,0.0
2025-04-27,57,0.0,0.8995,0.0
2025-04-27,58,0.0,0.9023,0.0
2025-04-27,59,0.0,0.9093,0.0
2025-04-27,60,0.0,0.8727,0.0
2025-04-27,61,0.0,0.7983,0.0
2025-04-27,62,0.0,0.7608,0.0
2025-04-27,63,0.0,0.8136,0.0
2025-04-27,64,0.0,0.7176,0.0
2025-04-27,65,0.0,0.4904,0.0
2025-04-27,66,0.0,0.4031,0.0
2025-04-27,67,0.0,0.4216,0.0
2025-04-27,68,0.0,0.4424,0.0
2025-04-27,69,0.0,0.4017,0.0
2025-04-27,70,0.0,0.3483,0.0
2025-04-27,71,0.0,0.3316,0.0
2025-04-27,72,0.0,0.3542,0.0
2025-04-27,73,0.0,0.3477,0.0
2025-04-27,74,0.0,0.2936,0.0
2025-04-27,75,0.0,0.272,0.0
