date,time_index,emergency_purchase_kwh,price_yuan_per_kwh,emergency_cost_yuan
2025-04-22,34,-0.0,0.5928,-0.0
2025-04-22,35,-0.0,0.9765,-0.0
2025-04-22,36,-0.0,0.9407,-0.0
2025-04-22,37,-0.0,0.8161,-0.0
2025-04-22,38,-0.0,0.816,-0.0
2025-04-22,39,-0.0,0.8259,-0.0
2025-04-22,40,-0.0,0.8112,-0.0
2025-04-22,41,-0.0,0.7777,-0.0
2025-04-22,42,-0.0,0.7438,-0.0
2025-04-22,43,-0.0,0.7146,-0.0
2025-04-22,44,-0.0,0.6818,-0.0
2025-04-22,45,-0.0,0.6674,-0.0
2025-04-22,46,-0.0,0.838,-0.0
2025-04-22,47,-0.0,1.115,-0.0
2025-04-22,48,-0.0,1.2081,-0.0
2025-04-22,49,-0.0,1.1076,-0.0
2025-04-22,50,-0.0,0.9866,-0.0
2025-04-22,51,-0.0,1.0319,-0.0
2025-04-22,52,-0.0,1.0578,-0.0
2025-04-22,53,-0.0,0.9987,-0.0
2025-04-22,54,-0.0,0.9746,-0.0
2025-04-22,55,-0.0,0.9888,-0.0
2025-04-22,56,0.0,1.0042,0.0
2025-04-22,57,0.0,0.9827,0.0
2025-04-22,58,0.0,0.9201,0.0
2025-04-22,59,0.0,0.8725,0.0
2025-04-22,60,0.0,0.9022,0.0
2025-04-22,61,0.0,0.8975,0.0
2025-04-22,62,0.0,0.8782,0.0
2025-04-22,63,0.0,0.9357,0.0
2025-04-22,64,0.0,0.7694,0.0
2025-04-22,65,0.0,0.4542,0.0
2025-04-22,66,0.0,0.3987,0.0
2025-04-22,67,0.0,0.4473,0.0
2025-04-22,68,0.0,0.4571,0.0
2025-04-22,69,0.0,0.4502,0.0
2025-04-22,70,0.0,0.4712,0.0
2025-04-22,71,0.0,0.4952,0.0
2025-04-22,72,0.0,0.4584,0.0
2025-04-22,73,0.0,0.4311,0.0
2025-04-22,74,0.0,0.428,0.0
2025-04-22,75,0.0,0.4278,0.0
2025-04-22,76,0.0,0.6108,0.0
2025-04-22,77,0.0,0.8518,0.0
2025-04-22,78,0.0,0.8197,0.0
2025-04-22,79,0.0,0.7774,0.0
2025-04-22,80,0.0,0.858,0.0
2025-04-22,81,0.0,0.9253,0.0
2025-04-22,82,0.0,0.9013,0.0
2025-04-22,83,0.0,0.8594,0.0
2025-04-22,84,0.0,0.9331,0.0
2025-04-22,85,0.0,0.9679,0.0
2025-04-22,86,-0.0,0.9745,-0.0
2025-04-22,87,-0.0,1.0812,-0.0
2025-04-22,88,-0.0,0.9552,-0.0
2025-04-22,89,0.0,0.6676,0.0
2025-04-22,90,0.0,0.6541,0.0
2025-04-22,91,30.011960148169578,0.7326,109.93381002274516
2025-04-22,92,117.74970458651683,0.7541,443.9752611434617
2025-04-22,93,21.82345701672773,0.7567,82.56904962278936
2025-04-22,94,0.0,0.7544,0.0
2025-04-22,95,0.0,0.7575,0.0
2025-04-22,96,0.0,0.7753,0.0
2025-04-22,97,0.0,0.7972,0.0
2025-04-22,98,0.0,0.8195,0.0
2025-04-22,99,0.0,0.8449,0.0
2025-04-22,100,0.0,0.8539,0.0
2025-04-22,101,0.0,0.858,0.0
2025-04-22,102,0.0,0.8898,0.0
2025-04-22,103,0.0,0.9227,0.0
2025-04-22,104,-0.0,0.9462,-0.0
2025-04-22,105,0.0,0.9896,0.0
2025-04-22,106,-0.0,1.1117,-0.0
2025-04-22,107,-0.0,1.2417,-0.0
2025-04-22,108,-0.0,1.2431,-0.0
2025-04-22,109,-0.0,1.2528,-0.0
2025-04-22,110,-0.0,1.3058,-0.0
2025-04-22,111,-0.0,1.2998,-0.0
2025-04-22,112,-0.0,1.2684,-0.0
2025-04-22,113,-0.0,1.2711,-0.0
2025-04-22,114,-0.0,1.3209,-0.0
2025-04-22,115,-0.0,1.2964,-0.0
2025-04-22,116,0.0,1.24,0.0
2025-04-22,117,-0.0,1.3091,-0.0
2025-04-22,118,-0.0,1.3399,-0.0
2025-04-22,119,-0.0,1.281,-0.0
2025-04-22,120,-0.0,1.2465,-0.0
2025-04-22,121,0.0,1.2341,0.0
2025-04-22,122,-0.0,1.2594,-0.0
2025-04-22,123,-0.0,1.3195,-0.0
2025-04-22,124,-0.0,1.16,-0.0
2025-04-22,125,0.0,0.8959,0.0
2025-04-22,126,0.0,0.9127,0.0
2025-04-22,127,-0.0,0.9617,-0.0
2025-04-22,128,-0.0,0.9446,-0.0
2025-04-22,129,-0.0,0.973,-0.0
2025-04-22,130,-0.0,0.7647,-0.0
2025-04-22,131,0.0,0.4293,0.0
2025-04-22,132,0.0,0.4025,0.0
2025-04-22,133,-0.0,0.4602,-0.0
2025-04-22,134,-0.0,0.4549,-0.0
2025-04-22,135,-0.0,0.4586,-0.0
2025-04-22,136,0.0,0.4366,0.0
2025-04-22,137,0.0,0.4025,0.0
2025-04-22,138,0.0,0.4194,0.0
2025-04-22,139,-0.0,0.44,-0.0
2025-04-22,140,-0.0,0.444,-0.0
2025-04-22,141,-0.0,0.4533,-0.0
2025-04-22,142,-0.0,0.4397,-0.0
2025-04-22,143,63.2944812146035,0.4268,135.07042291196387
2025-04-23,0,7.751698270195789,0.4714,18.270752822851474
2025-04-23,1,27.394893533760182,0.505,69.17210617274446
2025-04-23,2,31.62154595209074,0.4842,76.5557627500117
2025-04-23,3,0.0,0.4411,0.0
2025-04-23,4,-0.0,0.4699,-0.0
2025-04-23,5,11.859659270217485,0.5196,30.811394784025023
2025-04-23,6,27.468051290367384,0.4553,62.53101876252135
2025-04-23,7,0.0,0.436,0.0
2025-04-23,8,0.0,0.4902,0.0
2025-04-23,9,-0.0,0.4803,-0.0
2025-04-23,10,0.0,0.4265,0.0
2025-04-23,11,0.0,0.398,0.0
2025-04-23,12,0.0,0.438,0.0
2025-04-23,13,-0.0,0.4579,-0.0
2025-04-23,14,0.0,0.4295,0.0
2025-04-23,15,0.0,0.411,0.0
2025-04-23,16,0.0,0.4288,0.0
2025-04-23,17,0.0,0.4521,0.0
2025-04-23,18,0.0,0.4288,0.0
2025-04-23,19,0.0,0.4149,0.0
2025-04-23,20,0.0,0.4455,0.0
2025-04-23,21,-0.0,0.4915,-0.0
2025-04-23,22,0.0,0.4654,0.0
2025-04-23,23,0.0,0.4018,0.0
2025-04-23,24,0.0,0.4228,0.0
2025-04-23,25,-0.0,0.4615,-0.0
2025-04-23,26,0.0,0.4643,0.0
2025-04-23,27,0.0,0.4472,0.0
2025-04-23,28,0.0,0.4547,0.0
2025-04-23,29,0.0,0.48,0.0
2025-04-23,30,0.0,0.4756,0.0
2025-04-23,31,-0.0,0.4594,-0.0
2025-04-23,32,0.0,0.427,0.0
2025-04-23,33,0.0,0.3994,0.0
2025-04-23,34,-0.0,0.6353,-0.0
2025-04-23,35,-0.0,0.9769,-0.0
2025-04-23,36,-0.0,0.9712,-0.0
2025-04-23,37,-0.0,0.8793,-0.0
2025-04-23,38,-0.0,0.8654,-0.0
2025-04-23,39,-0.0,0.8407,-0.0
2025-04-23,40,-0.0,0.8227,-0.0
2025-04-23,41,-0.0,0.8023,-0.0
2025-04-23,42,-0.0,0.7484,-0.0
2025-04-23,43,-0.0,0.755,-0.0
2025-04-23,44,-0.0,0.7467,-0.0
2025-04-23,45,-0.0,0.5992,-0.0
2025-04-23,46,-0.0,0.7673,-0.0
2025-04-23,47,-0.0,1.151,-0.0
2025-04-23,48,-0.0,1.1615,-0.0
2025-04-23,49,-0.0,1.0547,-0.0
2025-04-23,50,-0.0,1.0325,-0.0
2025-04-23,51,-0.0,1.0279,-0.0
2025-04-23,52,-0.0,0.9907,-0.0
2025-04-23,53,-0.0,0.9496,-0.0
2025-04-23,54,0.0,0.971,0.0
2025-04-23,55,0.0,0.9861,0.0
2025-04-23,56,0.0,0.9673,0.0
2025-04-23,57,0.0,0.9482,0.0
2025-04-23,58,0.0,0.9065,0.0
2025-04-23,59,0.0,0.8544,0.0
2025-04-23,60,0.0,0.8357,0.0
2025-04-23,61,0.0,0.8263,0.0
2025-04-23,62,0.0,0.832,0.0
2025-04-23,63,0.0,0.853,0.0
2025-04-23,64,0.0,0.6909,0.0
2025-04-23,65,0.0,0.4563,0.0
2025-04-23,66,0.0,0.4765,0.0
2025-04-23,67,0.0,0.5203,0.0
2025-04-23,68,0.0,0.4982,0.0
2025-04-23,69,0.0,0.5439,0.0
2025-04-23,70,0.0,0.5479,0.0
2025-04-23,71,0.0,0.4748,0.0
2025-04-23,72,0.0,0.4173,0.0
2025-04-23,73,0.0,0.4275,0.0
2025-04-23,74,0.0,0.4464,0.0
2025-04-23,75,0.0,0.4025,0.0
2025-04-23,76,0.0,0.5517,0.0
2025-04-23,77,0.0,0.8203,0.0
2025-04-23,78,0.0,0.8576,0.0
2025-04-23,79,0.0,0.8463,0.0
2025-04-23,80,0.0,0.8767,0.0
2025-04-23,81,0.0,0.8592,0.0
2025-04-23,82,0.0,0.8984,0.0
2025-04-23,83,0.0,0.9687,0.0
2025-04-23,84,0.0,0.928,0.0
2025-04-23,85,0.0,0.8892,0.0
2025-04-23,86,0.0,0.9237,0.0
2025-04-23,87,0.0,0.9666,0.0
2025-04-23,88,-0.0,0.8485,-0.0
2025-04-23,89,-0.0,0.6496,-0.0
2025-04-23,90,-0.0,0.6284,-0.0
2025-04-23,91,-0.0,0.6606,-0.0
2025-04-23,92,0.0,0.6565,0.0
2025-04-23,93,0.0,0.658,0.0
2025-04-23,94,0.0,0.7005,0.0
2025-04-23,95,0.0,0.7662,0.0
2025-04-23,96,0.0,0.8009,0.0
2025-04-23,97,0.0,0.8064,0.0
2025-04-23,98,0.0,0.8113,0.0
2025-04-23,99,0.0,0.8457,0.0
2025-04-23,100,0.0,0.895,0.0
2025-04-23,101,0.0,0.929,0.0
2025-04-23,102,0.0,0.9349,0.0
2025-04-23,103,-0.0,0.9843,-0.0
2025-04-23,104,-0.0,1.0424,-0.0
2025-04-23,105,-0.0,1.0151,-0.0
2025-04-23,106,-0.0,1.0665,-0.0
2025-04-23,107,0.0,1.1959,0.0
2025-04-23,108,0.0,1.2366,0.0
2025-04-23,109,-0.0,1.2776,-0.0
2025-04-23,110,-0.0,1.3415,-0.0
2025-04-23,111,-0.0,1.3396,-0.0
2025-04-23,112,-0.0,1.2695,-0.0
2025-04-23,113,0.0,1.2065,0.0
2025-04-23,114,-0.0,1.236,-0.0
2025-04-23,115,-0.0,1.2673,-0.0
2025-04-23,116,-0.0,1.2502,-0.0
2025-04-23,117,0.0,1.225,0.0
2025-04-23,118,-0.0,1.2526,-0.0
2025-04-23,119,-0.0,1.3108,-0.0
2025-04-23,120,-0.0,1.3124,-0.0
2025-04-23,121,-0.0,1.2638,-0.0
2025-04-23,122,-0.0,1.27,-0.0
2025-04-23,123,-0.0,1.3932,-0.0
2025-04-23,124,-0.0,1.2508,-0.0
2025-04-23,125,0.0,0.938,0.0
2025-04-23,126,-0.0,0.9393,-0.0
2025-04-23,127,-0.0,0.9553,-0.0
2025-04-23,128,-0.0,0.9179,-0.0
2025-04-23,129,-0.0,1.0204,-0.0
2025-04-23,130,-0.0,0.8015,-0.0
2025-04-23,131,0.0,0.3791,0.0
2025-04-23,132,0.0,0.3743,0.0
2025-04-23,133,0.0,0.4476,0.0
2025-04-23,134,0.0,0.3978,0.0
2025-04-23,135,0.0,0.376,0.0
2025-04-23,136,0.0,0.3997,0.0
2025-04-23,137,-0.0,0.4338,-0.0
2025-04-23,138,-0.0,0.4389,-0.0
2025-04-23,139,-0.0,0.4166,-0.0
2025-04-23,140,-0.0,0.3741,-0.0
2025-04-23,141,0.0,0.3289,0.0
2025-04-23,142,0.0,0.3546,0.0
2025-04-23,143,-0.0,0.4242,-0.0
2025-04-24,0,-0.0,0.4346,-0.0
2025-04-24,1,0.0,0.4344,0.0
2025-04-24,2,0.0,0.4603,0.0
2025-04-24,3,-0.0,0.4878,-0.0
2025-04-24,4,-0.0,0.4601,-0.0
2025-04-24,5,0.0,0.4222,0.0
2025-04-24,6,-0.0,0.4694,-0.0
2025-04-24,7,-0.0,0.4719,-0.0
2025-04-24,8,0.0,0.4274,0.0
2025-04-24,9,0.0,0.4604,0.0
2025-04-24,10,-0.0,0.4693,-0.0
2025-04-24,11,0.0,0.428,0.0
2025-04-24,12,0.0,0.4226,0.0
2025-04-24,13,0.0,0.4478,0.0
2025-04-24,14,0.0,0.4458,0.0
2025-04-24,15,0.0,0.3776,0.0
2025-04-24,16,0.0,0.3863,0.0
2025-04-24,17,-0.0,0.47,-0.0
2025-04-24,18,-0.0,0.4818,-0.0
2025-04-24,19,0.0,0.4528,0.0
2025-04-24,20,0.0,0.4344,0.0
2025-04-24,21,-0.0,0.4418,-0.0
2025-04-24,22,0.0,0.454,0.0
2025-04-24,23,0.0,0.4655,0.0
2025-04-24,24,0.0,0.4822,0.0
2025-04-24,25,0.0,0.4605,0.0
2025-04-24,26,0.0,0.4074,0.0
2025-04-24,27,0.0,0.3859,0.0
2025-04-24,28,0.0,0.4274,0.0
2025-04-24,29,0.0,0.4778,0.0
2025-04-24,30,-0.0,0.4516,-0.0
2025-04-24,31,0.0,0.4397,0.0
2025-04-24,32,0.0,0.4277,0.0
2025-04-24,33,0.0,0.3599,0.0
2025-04-24,34,-0.0,0.5906,-0.0
2025-04-24,35,-0.0,0.9729,-0.0
2025-04-24,36,-0.0,0.9725,-0.0
2025-04-24,37,-0.0,0.9098,-0.0
2025-04-24,38,-0.0,0.9355,-0.0
2025-04-24,39,-0.0,0.8752,-0.0
2025-04-24,40,-0.0,0.8088,-0.0
2025-04-24,41,-0.0,0.7786,-0.0
2025-04-24,42,-0.0,0.7418,-0.0
2025-04-24,43,-0.0,0.7328,-0.0
2025-04-24,44,-0.0,0.6955,-0.0
2025-04-24,45,-0.0,0.579,-0.0
2025-04-24,46,-0.0,0.7709,-0.0
2025-04-24,47,-0.0,1.1498,-0.0
2025-04-24,48,-0.0,1.1733,-0.0
2025-04-24,49,-0.0,1.0814,-0.0
2025-04-24,50,-0.0,1.0621,-0.0
2025-04-24,51,-0.0,1.0622,-0.0
2025-04-24,52,-0.0,1.0772,-0.0
2025-04-24,53,-0.0,1.0516,-0.0
2025-04-24,54,0.0,0.9255,0.0
2025-04-24,55,0.0,0.8797,0.0
2025-04-24,56,0.0,0.9253,0.0
2025-04-24,57,0.0,0.9006,0.0
2025-04-24,58,0.0,0.8682,0.0
2025-04-24,59,0.0,0.8879,0.0
2025-04-24,60,0.0,0.932,0.0
2025-04-24,61,0.0,0.8786,0.0
2025-04-24,62,0.0,0.8181,0.0
2025-04-24,63,0.0,0.9237,0.0
2025-04-24,64,0.0,0.7857,0.0
2025-04-24,65,0.0,0.4681,0.0
2025-04-24,66,0.0,0.4669,0.0
2025-04-24,67,0.0,0.5288,0.0
2025-04-24,68,0.0,0.4891,0.0
2025-04-24,69,0.0,0.4479,0.0
2025-04-24,70,0.0,0.4314,0.0
2025-04-24,71,0.0,0.4196,0.0
2025-04-24,72,0.0,0.3927,0.0
2025-04-24,73,0.0,0.4219,0.0
2025-04-24,74,0.0,0.4455,0.0
2025-04-24,75,0.0,0.3582,0.0
2025-04-24,76,0.0,0.4808,0.0
2025-04-24,77,0.0,0.7569,0.0
2025-04-24,78,0.0,0.787,0.0
2025-04-24,79,0.0,0.7312,0.0
2025-04-24,80,0.0,0.7292,0.0
2025-04-24,81,0.0,0.7525,0.0
2025-04-24,82,0.0,0.7638,0.0
2025-04-24,83,0.0,0.7754,0.0
2025-04-24,84,0.0,0.8259,0.0
2025-04-24,85,0.0,0.8641,0.0
2025-04-24,86,0.0,0.895,0.0
2025-04-24,87,0.0,0.9423,0.0
2025-04-24,88,0.0,0.8017,0.0
2025-04-24,89,0.0,0.5725,0.0
2025-04-24,90,0.0,0.5832,0.0
2025-04-24,91,0.0,0.6409,0.0
2025-04-24,92,0.0,0.6391,0.0
2025-04-24,93,0.0,0.67,0.0
2025-04-24,94,0.0,0.7378,0.0
2025-04-24,95,0.0,0.7931,0.0
2025-04-24,96,0.0,0.7846,0.0
2025-04-24,97,0.0,0.7688,0.0
2025-04-24,98,0.0,0.7906,0.0
2025-04-24,99,0.0,0.8481,0.0
2025-04-24,100,0.0,0.9074,0.0
2025-04-24,101,0.0,0.9517,0.0
2025-04-24,102,-0.0,0.9846,-0.0
2025-04-24,103,-0.0,0.9969,-0.0
2025-04-24,104,0.0,0.9906,0.0
2025-04-24,105,-0.0,0.9993,-0.0
2025-04-24,106,-0.0,1.1148,-0.0
2025-04-24,107,-0.0,1.2516,-0.0
2025-04-24,108,-0.0,1.2293,-0.0
2025-04-24,109,-0.0,1.2436,-0.0
2025-04-24,110,-0.0,1.3134,-0.0
2025-04-24,111,-0.0,1.2669,-0.0
2025-04-24,112,-0.0,1.2526,-0.0
2025-04-24,113,-0.0,1.3024,-0.0
2025-04-24,114,-0.0,1.2909,-0.0
2025-04-24,115,-0.0,1.259,-0.0
2025-04-24,116,-0.0,1.2492,-0.0
2025-04-24,117,-0.0,1.2594,-0.0
2025-04-24,118,-0.0,1.2751,-0.0
2025-04-24,119,-0.0,1.2764,-0.0
2025-04-24,120,-0.0,1.2511,-0.0
2025-04-24,121,-0.0,1.2301,-0.0
2025-04-24,122,-0.0,1.2662,-0.0
2025-04-24,123,11.899309215290486,1.349,80.26084065713432
2025-04-24,124,0.0,1.1881,0.0
2025-04-24,125,0.0,0.8973,0.0
2025-04-24,126,-0.0,0.9005,-0.0
2025-04-24,127,21.605886112789836,0.977,105.54475366097834
2025-04-24,128,49.441081050253956,0.9997,247.1312436296944
2025-04-24,129,65.71604318213622,1.0156,333.70606727888776
2025-04-24,130,0.3291904182747203,0.753,1.239401924804322
2025-04-24,131,0.0,0.3718,0.0
2025-04-24,132,0.0,0.3573,0.0
2025-04-24,133,-0.0,0.4482,-0.0
2025-04-24,134,-0.0,0.4491,-0.0
2025-04-24,135,0.0,0.4226,0.0
2025-04-24,136,-0.0,0.4256,-0.0
2025-04-24,137,-0.0,0.4491,-0.0
2025-04-24,138,0.0,0.4416,0.0
2025-04-24,139,-0.0,0.4276,-0.0
2025-04-24,140,-0.0,0.4094,-0.0
2025-04-24,141,0.0,0.3626,0.0
2025-04-24,142,-0.0,0.3209,-0.0
2025-04-24,143,1.7504767104725403,0.3044,2.6642255533392065
2025-04-25,0,0.0,0.3035,0.0
2025-04-25,1,0.0,0.3054,0.0
2025-04-25,2,0.0,0.3227,0.0
2025-04-25,3,-0.0,0.3646,-0.0
2025-04-25,4,-0.0,0.3309,-0.0
2025-04-25,5,0.0,0.2653,0.0
2025-04-25,6,0.0,0.3148,0.0
2025-04-25,7,-0.0,0.3583,-0.0
2025-04-25,8,-0.0,0.3389,-0.0
2025-04-25,9,0.0,0.3225,0.0
2025-04-25,10,0.0,0.3318,0.0
2025-04-25,11,0.0,0.346,0.0
2025-04-25,12,-0.0,0.3329,-0.0
2025-04-25,13,-0.0,0.3328,-0.0
2025-04-25,14,0.0,0.3384,0.0
2025-04-25,15,0.0,0.3048,0.0
2025-04-25,16,0.0,0.2994,0.0
2025-04-25,17,-0.0,0.3337,-0.0
2025-04-25,18,0.0,0.3529,0.0
2025-04-25,19,-0.0,0.3772,-0.0
2025-04-25,20,-0.0,0.3941,-0.0
2025-04-25,21,-0.0,0.3616,-0.0
2025-04-25,22,0.0,0.3272,0.0
2025-04-25,23,0.0,0.3368,0.0
2025-04-25,24,-0.0,0.3894,-0.0
2025-04-25,25,-0.0,0.3986,-0.0
2025-04-25,26,0.0,0.3565,0.0
2025-04-25,27,0.0,0.3388,0.0
2025-04-25,28,-0.0,0.3554,-0.0
2025-04-25,29,-0.0,0.3771,-0.0
2025-04-25,30,0.0,0.3668,0.0
2025-04-25,31,0.0,0.3406,0.0
2025-04-25,32,0.0,0.3058,0.0
2025-04-25,33,0.0,0.2875,0.0
2025-04-25,34,-0.0,0.457,-0.0
2025-04-25,35,-0.0,0.6995,-0.0
2025-04-25,36,-0.0,0.7021,-0.0
2025-04-25,37,-0.0,0.646,-0.0
2025-04-25,38,-0.0,0.6526,-0.0
2025-04-25,39,-0.0,0.6622,-0.0
2025-04-25,40,-0.0,0.637,-0.0
2025-04-25,41,-0.0,0.5875,-0.0
2025-04-25,42,0.0,0.5536,0.0
2025-04-25,43,0.0,0.5322,0.0
2025-04-25,44,0.0,0.5144,0.0
2025-04-25,45,0.0,0.5182,0.0
2025-04-25,46,0.0,0.6349,0.0
2025-04-25,47,0.0,0.792,0.0
2025-04-25,48,0.0,0.8021,0.0
2025-04-25,49,0.0,0.7449,0.0
2025-04-25,50,0.0,0.7041,0.0
2025-04-25,51,0.0,0.6953,0.0
2025-04-25,52,0.0,0.7169,0.0
2025-04-25,53,0.0,0.7382,0.0
2025-04-25,54,0.0,0.7194,0.0
2025-04-25,55,0.0,0.6854,0.0
2025-04-25,56,0.0,0.6728,0.0
2025-04-25,57,0.0,0.6919,0.0
2025-04-25,58,0.0,0.6688,0.0
2025-04-25,59,0.0,0.6169,0.0
2025-04-25,60,0.0,0.6234,0.0
2025-04-25,61,0.0,0.6407,0.0
2025-04-25,62,0.0,0.6328,0.0
2025-04-25,63,0.0,0.5905,0.0
2025-04-25,64,0.0,0.4355,0.0
2025-04-25,65,0.0,0.2406,0.0
2025-04-25,66,0.0,0.182,0.0
2025-04-25,67,0.0,0.1738,0.0
2025-04-25,68,0.0,0.165,0.0
2025-04-25,69,0.0,0.1861,0.0
2025-04-25,70,0.0,0.1879,0.0
2025-04-25,71,0.0,0.1653,0.0
2025-04-25,72,0.0,0.1627,0.0
2025-04-25,73,0.0,0.1631,0.0
2025-04-25,74,0.0,0.1382,0.0
2025-04-25,75,0.0,0.1126,0.0
2025-04-25,76,0.0,0.2873,0.0
2025-04-25,77,0.0,0.5616,0.0
2025-04-25,78,0.0,0.6084,0.0
2025-04-25,79,0.0,0.5688,0.0
2025-04-25,80,0.0,0.5654,0.0
2025-04-25,81,0.0,0.5739,0.0
2025-04-25,82,0.0,0.5484,0.0
2025-04-25,83,0.0,0.5411,0.0
2025-04-25,84,0.0,0.635,0.0
2025-04-25,85,0.0,0.6391,0.0
2025-04-25,86,0.0,0.5646,0.0
2025-04-25,87,0.0,0.5867,0.0
2025-04-25,88,0.0,0.4626,0.0
2025-04-25,89,0.0,0.2515,0.0
2025-04-25,90,0.0,0.2829,0.0
2025-04-25,91,0.0,0.3429,0.0
2025-04-25,92,0.0,0.3284,0.0
2025-04-25,93,0.0,0.3517,0.0
2025-04-25,94,0.0,0.3876,0.0
2025-04-25,95,0.0,0.4239,0.0
2025-04-25,96,0.0,0.4817,0.0
2025-04-25,97,0.0,0.5205,0.0
2025-04-25,98,0.0,0.5476,0.0
2025-04-25,99,0.0,0.6027,0.0
2025-04-25,100,0.0,0.6052,0.0
2025-04-25,101,0.0,0.5647,0.0
2025-04-25,102,0.0,0.5764,0.0
2025-04-25,103,0.0,0.5946,0.0
2025-04-25,104,0.0,0.6134,0.0
2025-04-25,105,-0.0,0.6912,-0.0
2025-04-25,106,-0.0,0.8379,-0.0
2025-04-25,107,-0.0,0.9981,-0.0
2025-04-25,108,-0.0,1.084,-0.0
2025-04-25,109,-0.0,1.0879,-0.0
2025-04-25,110,-0.0,1.0829,-0.0
2025-04-25,111,-0.0,1.1503,-0.0
2025-04-25,112,-0.0,1.1677,-0.0
2025-04-25,113,-0.0,1.1141,-0.0
2025-04-25,114,-0.0,1.0961,-0.0
2025-04-25,115,-0.0,1.1178,-0.0
2025-04-25,116,-0.0,1.1417,-0.0
2025-04-25,117,-0.0,1.131,-0.0
2025-04-25,118,-0.0,1.1101,-0.0
2025-04-25,119,-0.0,1.1019,-0.0
2025-04-25,120,-0.0,1.1118,-0.0
2025-04-25,121,-0.0,1.1398,-0.0
2025-04-25,122,-0.0,1.1686,-0.0
2025-04-25,123,-0.0,1.1466,-0.0
2025-04-25,124,-0.0,0.9615,-0.0
2025-04-25,125,-0.0,0.7395,-0.0
2025-04-25,126,0.0,0.7397,0.0
2025-04-25,127,0.0,0.7538,0.0
2025-04-25,128,0.0,0.7471,0.0
2025-04-25,129,-0.0,0.8426,-0.0
2025-04-25,130,-0.0,0.6504,-0.0
2025-04-25,131,0.0,0.2837,0.0
2025-04-25,132,0.0,0.2758,0.0
2025-04-25,133,-0.0,0.3232,-0.0
2025-04-25,134,0.0,0.2833,0.0
2025-04-25,135,0.0,0.3211,0.0
2025-04-25,136,-0.0,0.3307,-0.0
2025-04-25,137,0.0,0.2886,0.0
2025-04-25,138,0.0,0.2879,0.0
2025-04-25,139,0.0,0.276,0.0
2025-04-25,140,0.0,0.2887,0.0
2025-04-25,141,-0.0,0.4025,-0.0
2025-04-25,142,102.15453580536848,0.3688,188.3729640250995
2025-04-25,143,0.0,0.2375,0.0
2025-04-26,0,0.0,0.3049,0.0
2025-04-26,1,0.0,0.3405,0.0
2025-04-26,2,0.0,0.2729,0.0
2025-04-26,3,0.0,0.2751,0.0
2025-04-26,4,0.0,0.3198,0.0
2025-04-26,5,-0.0,0.35,-0.0
2025-04-26,6,-0.0,0.3455,-0.0
2025-04-26,7,-0.0,0.3396,-0.0
2025-04-26,8,0.0,0.3564,0.0
2025-04-26,9,-0.0,0.3896,-0.0
2025-04-26,10,-0.0,0.4011,-0.0
2025-04-26,11,-0.0,0.3794,-0.0
2025-04-26,12,0.0,0.3482,0.0
2025-04-26,13,0.0,0.3346,0.0
2025-04-26,14,0.0,0.3359,0.0
2025-04-26,15,-0.0,0.3328,-0.0
2025-04-26,16,-0.0,0.3598,-0.0
2025-04-26,17,-0.0,0.3946,-0.0
2025-04-26,18,-0.0,0.3746,-0.0
2025-04-26,19,-0.0,0.3547,-0.0
2025-04-26,20,-0.0,0.3501,-0.0
2025-04-26,21,0.0,0.323,0.0
2025-04-26,22,0.0,0.3021,0.0
2025-04-26,23,0.0,0.3184,0.0
2025-04-26,24,-0.0,0.3685,-0.0
2025-04-26,25,-0.0,0.376,-0.0
2025-04-26,26,-0.0,0.3423,-0.0
2025-04-26,27,0.0,0.3359,0.0
2025-04-26,28,0.0,0.3148,0.0
2025-04-26,29,0.0,0.3034,0.0
2025-04-26,30,-0.0,0.3646,-0.0
2025-04-26,31,0.0,0.3482,0.0
2025-04-26,32,0.0,0.26,0.0
2025-04-26,33,0.0,0.2831,0.0
2025-04-26,34,-0.0,0.4641,-0.0
2025-04-26,35,-0.0,0.6838,-0.0
2025-04-26,36,-0.0,0.7528,-0.0
2025-04-26,37,-0.0,0.716,-0.0
2025-04-26,38,-0.0,0.6359,-0.0
2025-04-26,39,-0.0,0.5496,-0.0
2025-04-26,40,-0.0,0.5551,-0.0
2025-04-26,41,-0.0,0.6121,-0.0
2025-04-26,42,-0.0,0.5806,-0.0
2025-04-26,43,0.0,0.5338,0.0
2025-04-26,44,0.0,0.5024,0.0
2025-04-26,45,0.0,0.4666,0.0
2025-04-26,46,0.0,0.5804,0.0
2025-04-26,47,0.0,0.7653,0.0
2025-04-26,48,0.0,0.7654,0.0
2025-04-26,49,0.0,0.7179,0.0
2025-04-26,50,0.0,0.6996,0.0
2025-04-26,51,0.0,0.6645,0.0
2025-04-26,52,0.0,0.7119,0.0
2025-04-26,53,0.0,0.7748,0.0
2025-04-26,54,0.0,0.676,0.0
2025-04-26,55,0.0,0.6057,0.0
2025-04-26,56,0.0,0.633,0.0
2025-04-26,57,0.0,0.6342,0.0
2025-04-26,58,0.0,0.5779,0.0
2025-04-26,59,0.0,0.5098,0.0
2025-04-26,60,0.0,0.5015,0.0
2025-04-26,61,0.0,0.5263,0.0
2025-04-26,62,0.0,0.5566,0.0
2025-04-26,63,0.0,0.5513,0.0
2025-04-26,64,0.0,0.3334,0.0
2025-04-26,65,0.0,0.0489,0.0
2025-04-26,66,0.0,0.0506,0.0
