issue_time,target_time,forecast_horizon_minutes,pv_forecast_kw,pv_forecast_kwh
2025-02-06 00:00:00,2025-02-06 14:10:00,850,3908.4788000000003,651.4131333333333
2025-02-06 00:00:00,2025-02-06 14:20:00,860,3673.1175000000003,612.1862500000001
2025-02-06 00:00:00,2025-02-06 14:30:00,870,3437.7562000000003,572.9593666666667
2025-02-06 00:00:00,2025-02-06 14:40:00,880,3202.3949000000002,533.7324833333333
2025-02-06 00:00:00,2025-02-06 14:50:00,890,2967.0336,494.5056
2025-02-06 00:00:00,2025-02-06 15:00:00,900,2731.6723,455.2787166666667
2025-02-06 00:00:00,2025-02-06 15:10:00,910,2529.1985333333337,421.5330888888889
2025-02-06 00:00:00,2025-02-06 15:20:00,920,2326.7247666666667,387.7874611111111
2025-02-06 00:00:00,2025-02-06 15:30:00,930,2124.251,354.0418333333334
2025-02-06 00:00:00,2025-02-06 15:40:00,940,1921.7772333333332,320.29620555555556
2025-02-06 00:00:00,2025-02-06 15:50:00,950,1719.3034666666667,286.5505777777778
2025-02-06 00:00:00,2025-02-06 16:00:00,960,1516.8297,252.80495
2025-02-06 00:00:00,2025-02-06 16:10:00,970,1326.4863333333333,221.08105555555554
2025-02-06 00:00:00,2025-02-06 16:20:00,980,1136.1429666666668,189.35716111111114
2025-02-06 00:00:00,2025-02-06 16:30:00,990,945.7996,157.63326666666669
2025-02-06 00:00:00,2025-02-06 16:40:00,1000,755.4562333333334,125.90937222222225
2025-02-06 00:00:00,2025-02-06 16:50:00,1010,565.1128666666668,94.1854777777778
2025-02-06 00:00:00,2025-02-06 17:00:00,1020,374.7695,62.46158333333333
2025-02-06 00:00:00,2025-02-06 17:10:00,1030,312.30791666666664,52.05131944444444
2025-02-06 00:00:00,2025-02-06 17:20:00,1040,249.84633333333332,41.64105555555555
2025-02-06 00:00:00,2025-02-06 17:30:00,1050,187.38475,31.230791666666665
2025-02-06 00:00:00,2025-02-06 17:40:00,1060,124.92316666666667,20.82052777777778
2025-02-06 00:00:00,2025-02-06 17:50:00,1070,62.46158333333334,10.41026388888889
2025-02-06 00:00:00,2025-02-06 18:00:00,1080,0.0,0.0
2025-02-06 00:00:00,2025-02-06 18:10:00,1090,0.0,0.0
2025-02-06 00:00:00,2025-02-06 18:20:00,1100,0.0,0.0
2025-02-06 00:00:00,2025-02-06 18:30:00,1110,0.0,0.0
2025-02-06 00:00:00,2025-02-06 18:40:00,1120,0.0,0.0
2025-02-06 00:00:00,2025-02-06 18:50:00,1130,0.0,0.0
2025-02-06 00:00:00,2025-02-06 19:00:00,1140,0.0,0.0
2025-02-06 00:00:00,2025-02-06 19:10:00,1150,0.0,0.0
2025-02-06 00:00:00,2025-02-06 19:20:00,1160,0.0,0.0
2025-02-06 00:00:00,2025-02-06 19:30:00,1170,0.0,0.0
2025-02-06 00:00:00,2025-02-06 19:40:00,1180,0.0,0.0
2025-02-06 00:00:00,2025-02-06 19:50:00,1190,0.0,0.0
2025-02-06 00:00:00,2025-02-06 20:00:00,1200,0.0,0.0
2025-02-06 00:00:00,2025-02-06 20:10:00,1210,0.0,0.0
2025-02-06 00:00:00,2025-02-06 20:20:00,1220,0.0,0.0
2025-02-06 00:00:00,2025-02-06 20:30:00,1230,0.0,0.0
2025-02-06 00:00:00,2025-02-06 20:40:00,1240,0.0,0.0
2025-02-06 00:00:00,2025-02-06 20:50:00,1250,0.0,0.0
2025-02-06 00:00:00,2025-02-06 21:00:00,1260,0.0,0.0
2025-02-06 00:00:00,2025-02-06 21:10:00,1270,0.0,0.0
2025-02-06 00:00:00,2025-02-06 21:20:00,1280,0.0,0.0
2025-02-06 00:00:00,2025-02-06 21:30:00,1290,0.0,0.0
2025-02-06 00:00:00,2025-02-06 21:40:00,1300,0.0,0.0
2025-02-06 00:00:00,2025-02-06 21:50:00,1310,0.0,0.0
2025-02-06 00:00:00,2025-02-06 22:00:00,1320,0.0,0.0
2025-02-06 00:00:00,2025-02-06 22:10:00,1330,0.0,0.0
2025-02-06 00:00:00,2025-02-06 22:20:00,1340,0.0,0.0
2025-02-06 00:00:00,2025-02-06 22:30:00,1350,0.0,0.0
2025-02-06 00:00:00,2025-02-06 22:40:00,1360,0.0,0.0
2025-02-06 00:00:00,2025-02-06 22:50:00,1370,0.0,0.0
2025-02-06 00:00:00,2025-02-06 23:00:00,1380,0.0,0.0
2025-02-06 00:00:00,2025-02-06 23:10:00,1390,0.0,0.0
2025-02-06 00:00:00,2025-02-06 23:20:00,1400,0.0,0.0
2025-02-06 00:00:00,2025-02-06 23:30:00,1410,0.0,0.0
2025-02-06 00:00:00,2025-02-06 23:40:00,1420,0.0,0.0
2025-02-06 00:00:00,2025-02-06 23:50:00,1430,0.0,0.0
2025-02-06 00:00:00,2025-02-07 00:00:00,1440,0.0,0.0
2025-02-06 06:00:00,2025-02-06 07:00:00,60,427.6335,71.27225
2025-02-06 06:00:00,2025-02-06 07:10:00,70,687.2390333333333,114.53983888888888
2025-02-06 06:00:00,2025-02-06 07:20:00,80,946.8445666666665,157.80742777777775
2025-02-06 06:00:00,2025-02-06 07:30:00,90,1206.4500999999998,201.07501666666664
2025-02-06 06:00:00,2025-02-06 07:40:00,100,1466.0556333333332,244.34260555555554
2025-02-06 06:00:00,2025-02-06 07:50:00,110,1725.6611666666665,287.6101944444444
2025-02-06 06:00:00,2025-02-06 08:00:00,120,1985.2667,330.8777833333333
2025-02-06 06:00:00,2025-02-06 08:10:00,130,2314.3480999999997,385.7246833333333
2025-02-06 06:00:00,2025-02-06 08:20:00,140,2643.4294999999997,440.5715833333333
2025-02-06 06:00:00,2025-02-06 08:30:00,150,2972.5108999999998,495.4184833333333
2025-02-06 06:00:00,2025-02-06 08:40:00,160,3301.5923,550.2653833333333
2025-02-06 06:00:00,2025-02-06 08:50:00,170,3630.6737,605.1122833333333
2025-02-06 06:00:00,2025-02-06 09:00:00,180,3959.7551,659.9591833333333
2025-02-06 06:00:00,2025-02-06 09:10:00,190,4174.307233333333,695.7178722222221
2025-02-06 06:00:00,2025-02-06 09:20:00,200,4388.859366666667,731.4765611111111
2025-02-06 06:00:00,2025-02-06 09:30:00,210,4603.4115,767.2352500000001
2025-02-06 06:00:00,2025-02-06 09:40:00,220,4817.963633333333,802.9939388888888
2025-02-06 06:00:00,2025-02-06 09:50:00,230,5032.515766666666,838.7526277777778
2025-02-06 06:00:00,2025-02-06 10:00:00,240,5247.0679,874.5113166666666
2025-02-06 06:00:00,2025-02-06 10:10:00,250,5366.04735,894.341225
2025-02-06 06:00:00,2025-02-06 10:20:00,260,5485.0268,914.1711333333333
2025-02-06 06:00:00,2025-02-06 10:30:00,270,5604.00625,934.0010416666668
2025-02-06 06:00:00,2025-02-06 10:40:00,280,5722.9857,953.83095
2025-02-06 06:00:00,2025-02-06 10:50:00,290,5841.96515,973.6608583333333
2025-02-06 06:00:00,2025-02-06 11:00:00,300,5960.9446,993.4907666666667
2025-02-06 06:00:00,2025-02-06 11:10:00,310,5936.593516666667,989.4322527777778
2025-02-06 06:00:00,2025-02-06 11:20:00,320,5912.242433333333,985.3737388888889
2025-02-06 06:00:00,2025-02-06 11:30:00,330,5887.89135,981.3152249999999
2025-02-06 06:00:00,2025-02-06 11:40:00,340,5863.540266666667,977.2567111111111
2025-02-06 06:00:00,2025-02-06 11:50:00,350,5839.189183333333,973.1981972222221
2025-02-06 06:00:00,2025-02-06 12:00:00,360,5814.8381,969.1396833333333
2025-02-06 06:00:00,2025-02-06 12:10:00,370,5817.597583333333,969.5995972222222
2025-02-06 06:00:00,2025-02-06 12:20:00,380,5820.3570666666665,970.0595111111111
2025-02-06 06:00:00,2025-02-06 12:30:00,390,5823.116550000001,970.5194250000001
2025-02-06 06:00:00,2025-02-06 12:40:00,400,5825.876033333334,970.979338888889
2025-02-06 06:00:00,2025-02-06 12:50:00,410,5828.635516666667,971.4392527777778
2025-02-06 06:00:00,2025-02-06 13:00:00,420,5831.395,971.8991666666667
2025-02-06 06:00:00,2025-02-06 13:10:00,430,5664.549533333334,944.091588888889
2025-02-06 06:00:00,2025-02-06 13:20:00,440,5497.704066666667,916.2840111111112
2025-02-06 06:00:00,2025-02-06 13:30:00,450,5330.8586000000005,888.4764333333334
2025-02-06 06:00:00,2025-02-06 13:40:00,460,5164.013133333333,860.6688555555555
2025-02-06 06:00:00,2025-02-06 13:50:00,470,4997.167666666666,832.8612777777777
2025-02-06 06:00:00,2025-02-06 14:00:00,480,4830.3222,805.0536999999999
2025-02-06 06:00:00,2025-02-06 14:10:00,490,4600.487966666667,766.7479944444444
2025-02-06 06:00:00,2025-02-06 14:20:00,500,4370.653733333334,728.4422888888889
2025-02-06 06:00:00,2025-02-06 14:30:00,510,4140.8195,690.1365833333333
2025-02-06 06:00:00,2025-02-06 14:40:00,520,3910.9852666666666,651.8308777777778
2025-02-06 06:00:00,2025-02-06 14:50:00,530,3681.1510333333335,613.5251722222223
2025-02-06 06:00:00,2025-02-06 15:00:00,540,3451.3168,575.2194666666667
2025-02-06 06:00:00,2025-02-06 15:10:00,550,3234.776966666667,539.1294944444445
2025-02-06 06:00:00,2025-02-06 15:20:00,560,3018.2371333333335,503.0395222222223
2025-02-06 06:00:00,2025-02-06 15:30:00,570,2801.6973000000003,466.94955000000004
2025-02-06 06:00:00,2025-02-06 15:40:00,580,2585.1574666666666,430.85957777777776
2025-02-06 06:00:00,2025-02-06 15:50:00,590,2368.6176333333333,394.76960555555553
2025-02-06 06:00:00,2025-02-06 16:00:00,600,2152.0778,358.67963333333336
2025-02-06 06:00:00,2025-02-06 16:10:00,610,1865.8005333333333,310.96675555555555
2025-02-06 06:00:00,2025-02-06 16:20:00,620,1579.5232666666668,263.2538777777778
2025-02-06 06:00:00,2025-02-06 16:30:00,630,1293.246,215.54100000000003
2025-02-06 06:00:00,2025-02-06 16:40:00,640,1006.9687333333334,167.82812222222222
2025-02-06 06:00:00,2025-02-06 16:50:00,650,720.6914666666668,120.11524444444446
2025-02-06 06:00:00,2025-02-06 17:00:00,660,434.4142,72.40236666666667
2025-02-06 06:00:00,2025-02-06 17:10:00,670,362.0118333333333,60.33530555555555
2025-02-06 06:00:00,2025-02-06 17:20:00,680,289.60946666666666,48.26824444444444
2025-02-06 06:00:00,2025-02-06 17:30:00,690,217.20709999999997,36.201183333333326
2025-02-06 06:00:00,2025-02-06 17:40:00,700,144.8047333333333,24.134122222222217
2025-02-06 06:00:00,2025-02-06 17:50:00,710,72.40236666666664,12.067061111111107
2025-02-06 06:00:00,2025-02-06 18:00:00,720,0.0,0.0
2025-02-06 06:00:00,2025-02-06 18:10:00,730,0.0,0.0
2025-02-06 06:00:00,2025-02-06 18:20:00,740,0.0,0.0
2025-02-06 06:00:00,2025-02-06 18:30:00,750,0.0,0.0
2025-02-06 06:00:00,2025-02-06 18:40:00,760,0.0,0.0
2025-02-06 06:00:00,2025-02-06 18:50:00,770,0.0,0.0
2025-02-06 06:00:00,2025-02-06 19:00:00,780,0.0,0.0
2025-02-06 06:00:00,2025-02-06 19:10:00,790,0.0,0.0
2025-02-06 06:00:00,2025-02-06 19:20:00,800,0.0,0.0
2025-02-06 06:00:00,2025-02-06 19:30:00,810,0.0,0.0
2025-02-06 06:00:00,2025-02-06 19:40:00,820,0.0,0.0
2025-02-06 06:00:00,2025-02-06 19:50:00,830,0.0,0.0
2025-02-06 06:00:00,2025-02-06 20:00:00,840,0.0,0.0
2025-02-06 06:00:00,2025-02-06 20:10:00,850,0.0,0.0
2025-02-06 06:00:00,2025-02-06 20:20:00,860,0.0,0.0
2025-02-06 06:00:00,2025-02-06 20:30:00,870,0.0,0.0
2025-02-06 06:00:00,2025-02-06 20:40:00,880,0.0,0.0
2025-02-06 06:00:00,2025-02-06 20:50:00,890,0.0,0.0
2025-02-06 06:00:00,2025-02-06 21:00:00,900,0.0,0.0
2025-02-06 06:00:00,2025-02-06 21:10:00,910,0.0,0.0
2025-02-06 06:00:00,2025-02-06 21:20:00,920,0.0,0.0
2025-02-06 06:00:00,2025-02-06 21:30:00,930,0.0,0.0
2025-02-06 06:00:00,2025-02-06 21:40:00,940,0.0,0.0
2025-02-06 06:00:00,2025-02-06 21:50:00,950,0.0,0.0
2025-02-06 06:00:00,2025-02-06 22:00:00,960,0.0,0.0
2025-02-06 06:00:00,2025-02-06 22:10:00,970,0.0,0.0
2025-02-06 06:00:00,2025-02-06 22:20:00,980,0.0,0.0
2025-02-06 06:00:00,2025-02-06 22:30:00,990,0.0,0.0
2025-02-06 06:00:00,2025-02-06 22:40:00,1000,0.0,0.0
2025-02-06 06:00:00,2025-02-06 22:50:00,1010,0.0,0.0
2025-02-06 06:00:00,2025-02-06 23:00:00,1020,0.0,0.0
2025-02-06 06:00:00,2025-02-06 23:10:00,1030,0.0,0.0
2025-02-06 06:00:00,2025-02-06 23:20:00,1040,0.0,0.0
2025-02-06 06:00:00,2025-02-06 23:30:00,1050,0.0,0.0
2025-02-06 06:00:00,2025-02-06 23:40:00,1060,0.0,0.0
2025-02-06 06:00:00,2025-02-06 23:50:00,1070,0.0,0.0
2025-02-06 06:00:00,2025-02-07 00:00:00,1080,0.0,0.0
2025-02-06 06:00:00,2025-02-07 00:10:00,1090,0.0,0.0
2025-02-06 06:00:00,2025-02-07 00:20:00,1100,0.0,0.0
2025-02-06 06:00:00,2025-02-07 00:30:00,1110,0.0,0.0
2025-02-06 06:00:00,2025-02-07 00:40:00,1120,0.0,0.0
2025-02-06 06:00:00,2025-02-07 00:50:00,1130,0.0,0.0
2025-02-06 06:00:00,2025-02-07 01:00:00,1140,0.0,0.0
2025-02-06 06:00:00,2025-02-07 01:10:00,1150,0.0,0.0
2025-02-06 06:00:00,2025-02-07 01:20:00,1160,0.0,0.0
2025-02-06 06:00:00,2025-02-07 01:30:00,1170,0.0,0.0
2025-02-06 06:00:00,2025-02-07 01:40:00,1180,0.0,0.0
2025-02-06 06:00:00,2025-02-07 01:50:00,1190,0.0,0.0
2025-02-06 06:00:00,2025-02-07 02:00:00,1200,0.0,0.0
2025-02-06 06:00:00,2025-02-07 02:10:00,1210,0.0,0.0
2025-02-06 06:00:00,2025-02-07 02:20:00,1220,0.0,0.0
2025-02-06 06:00:00,2025-02-07 02:30:00,1230,0.0,0.0
2025-02-06 06:00:00,2025-02-07 02:40:00,1240,0.0,0.0
2025-02-06 06:00:00,2025-02-07 02:50:00,1250,0.0,0.0
2025-02-06 06:00:00,2025-02-07 03:00:00,1260,0.0,0.0
2025-02-06 06:00:00,2025-02-07 03:10:00,1270,0.0,0.0
2025-02-06 06:00:00,2025-02-07 03:20:00,1280,0.0,0.0
2025-02-06 06:00:00,2025-02-07 03:30:00,1290,0.0,0.0
2025-02-06 06:00:00,2025-02-07 03:40:00,1300,0.0,0.0
2025-02-06 06:00:00,2025-02-07 03:50:00,1310,0.0,0.0
2025-02-06 06:00:00,2025-02-07 04:00:00,1320,0.0,0.0
2025-02-06 06:00:00,2025-02-07 04:10:00,1330,0.0,0.0
2025-02-06 06:00:00,2025-02-07 04:20:00,1340,0.0,0.0
2025-02-06 06:00:00,2025-02-07 04:30:00,1350,0.0,0.0
2025-02-06 06:00:00,2025-02-07 04:40:00,1360,0.0,0.0
2025-02-06 06:00:00,2025-02-07 04:50:00,1370,0.0,0.0
2025-02-06 06:00:00,2025-02-07 05:00:00,1380,0.0,0.0
2025-02-06 06:00:00,2025-02-07 05:10:00,1390,0.0,0.0
2025-02-06 06:00:00,2025-02-07 05:20:00,1400,0.0,0.0
2025-02-06 06:00:00,2025-02-07 05:30:00,1410,0.0,0.0
2025-02-06 06:00:00,2025-02-07 05:40:00,1420,0.0,0.0
2025-02-06 06:00:00,2025-02-07 05:50:00,1430,0.0,0.0
2025-02-06 06:00:00,2025-02-07 06:00:00,1440,0.0,0.0
2025-02-06 12:00:00,2025-02-06 13:00:00,60,6535.6322,1089.2720333333334
2025-02-06 12:00:00,2025-02-06 13:10:00,70,6332.006216666667,1055.3343694444445
2025-02-06 12:00:00,2025-02-06 13:20:00,80,6128.380233333333,1021.3967055555555
2025-02-06 12:00:00,2025-02-06 13:30:00,90,5924.75425,987.4590416666666
2025-02-06 12:00:00,2025-02-06 13:40:00,100,5721.128266666667,953.5213777777777
2025-02-06 12:00:00,2025-02-06 13:50:00,110,5517.502283333333,919.5837138888888
2025-02-06 12:00:00,2025-02-06 14:00:00,120,5313.8763,885.64605
2025-02-06 12:00:00,2025-02-06 14:10:00,130,5060.9497833333335,843.4916305555556
2025-02-06 12:00:00,2025-02-06 14:20:00,140,4808.023266666667,801.3372111111112
2025-02-06 12:00:00,2025-02-06 14:30:00,150,4555.09675,759.1827916666666
2025-02-06 12:00:00,2025-02-06 14:40:00,160,4302.170233333333,717.0283722222222
2025-02-06 12:00:00,2025-02-06 14:50:00,170,4049.243716666667,674.8739527777778
2025-02-06 12:00:00,2025-02-06 15:00:00,180,3796.3172,632.7195333333333
2025-02-06 12:00:00,2025-02-06 15:10:00,190,3559.5628,593.2604666666667
2025-02-06 12:00:00,2025-02-06 15:20:00,200,3322.8084,553.8014
2025-02-06 12:00:00,2025-02-06 15:30:00,210,3086.054,514.3423333333334
2025-02-06 12:00:00,2025-02-06 15:40:00,220,2849.2996000000003,474.8832666666667
2025-02-06 12:00:00,2025-02-06 15:50:00,230,2612.5452,435.4242
2025-02-06 12:00:00,2025-02-06 16:00:00,240,2375.7908,395.96513333333337
2025-02-06 12:00:00,2025-02-06 16:10:00,250,2056.8344833333335,342.80574722222224
2025-02-06 12:00:00,2025-02-06 16:20:00,260,1737.8781666666669,289.64636111111116
2025-02-06 12:00:00,2025-02-06 16:30:00,270,1418.9218500000002,236.48697500000003
2025-02-06 12:00:00,2025-02-06 16:40:00,280,1099.9655333333335,183.32758888888893
2025-02-06 12:00:00,2025-02-06 16:50:00,290,781.0092166666668,130.1682027777778
2025-02-06 12:00:00,2025-02-06 17:00:00,300,462.0529,77.00881666666668
2025-02-06 12:00:00,2025-02-06 17:10:00,310,385.04408333333333,64.1740138888889
2025-02-06 12:00:00,2025-02-06 17:20:00,320,308.0352666666667,51.33921111111112
2025-02-06 12:00:00,2025-02-06 17:30:00,330,231.02645000000004,38.50440833333334
2025-02-06 12:00:00,2025-02-06 17:40:00,340,154.01763333333338,25.669605555555563
2025-02-06 12:00:00,2025-02-06 17:50:00,350,77.0088166666667,12.834802777777783
2025-02-06 12:00:00,2025-02-06 18:00:00,360,0.0,0.0
2025-02-06 12:00:00,2025-02-06 18:10:00,370,0.0,0.0
2025-02-06 12:00:00,2025-02-06 18:20:00,380,0.0,0.0
2025-02-06 12:00:00,2025-02-06 18:30:00,390,0.0,0.0
2025-02-06 12:00:00,2025-02-06 18:40:00,400,0.0,0.0
2025-02-06 12:00:00,2025-02-06 18:50:00,410,0.0,0.0
2025-02-06 12:00:00,2025-02-06 19:00:00,420,0.0,0.0
2025-02-06 12:00:00,2025-02-06 19:10:00,430,0.0,0.0
2025-02-06 12:00:00,2025-02-06 19:20:00,440,0.0,0.0
2025-02-06 12:00:00,2025-02-06 19:30:00,450,0.0,0.0
2025-02-06 12:00:00,2025-02-06 19:40:00,460,0.0,0.0
2025-02-06 12:00:00,2025-02-06 19:50:00,470,0.0,0.0
2025-02-06 12:00:00,2025-02-06 20:00:00,480,0.0,0.0
2025-02-06 12:00:00,2025-02-06 20:10:00,490,0.0,0.0
2025-02-06 12:00:00,2025-02-06 20:20:00,500,0.0,0.0
2025-02-06 12:00:00,2025-02-06 20:30:00,510,0.0,0.0
2025-02-06 12:00:00,2025-02-06 20:40:00,520,0.0,0.0
2025-02-06 12:00:00,2025-02-06 20:50:00,530,0.0,0.0
2025-02-06 12:00:00,2025-02-06 21:00:00,540,0.0,0.0
2025-02-06 12:00:00,2025-02-06 21:10:00,550,0.0,0.0
2025-02-06 12:00:00,2025-02-06 21:20:00,560,0.0,0.0
2025-02-06 12:00:00,2025-02-06 21:30:00,570,0.0,0.0
2025-02-06 12:00:00,2025-02-06 21:40:00,580,0.0,0.0
2025-02-06 12:00:00,2025-02-06 21:50:00,590,0.0,0.0
2025-02-06 12:00:00,2025-02-06 22:00:00,600,0.0,0.0
2025-02-06 12:00:00,2025-02-06 22:10:00,610,0.0,0.0
2025-02-06 12:00:00,2025-02-06 22:20:00,620,0.0,0.0
2025-02-06 12:00:00,2025-02-06 22:30:00,630,0.0,0.0
2025-02-06 12:00:00,2025-02-06 22:40:00,640,0.0,0.0
2025-02-06 12:00:00,2025-02-06 22:50:00,650,0.0,0.0
2025-02-06 12:00:00,2025-02-06 23:00:00,660,0.0,0.0
2025-02-06 12:00:00,2025-02-06 23:10:00,670,0.0,0.0
2025-02-06 12:00:00,2025-02-06 23:20:00,680,0.0,0.0
2025-02-06 12:00:00,2025-02-06 23:30:00,690,0.0,0.0
2025-02-06 12:00:00,2025-02-06 23:40:00,700,0.0,0.0
2025-02-06 12:00:00,2025-02-06 23:50:00,710,0.0,0.0
2025-02-06 12:00:00,2025-02-07 00:00:00,720,0.0,0.0
2025-02-06 12:00:00,2025-02-07 00:10:00,730,0.0,0.0
2025-02-06 12:00:00,2025-02-07 00:20:00,740,0.0,0.0
2025-02-06 12:00:00,2025-02-07 00:30:00,750,0.0,0.0
2025-02-06 12:00:00,2025-02-07 00:40:00,760,0.0,0.0
2025-02-06 12:00:00,2025-02-07 00:50:00,770,0.0,0.0
2025-02-06 12:00:00,2025-02-07 01:00:00,780,0.0,0.0
2025-02-06 12:00:00,2025-02-07 01:10:00,790,0.0,0.0
2025-02-06 12:00:00,2025-02-07 01:20:00,800,0.0,0.0
2025-02-06 12:00:00,2025-02-07 01:30:00,810,0.0,0.0
2025-02-06 12:00:00,2025-02-07 01:40:00,820,0.0,0.0
2025-02-06 12:00:00,2025-02-07 01:50:00,830,0.0,0.0
2025-02-06 12:00:00,2025-02-07 02:00:00,840,0.0,0.0
2025-02-06 12:00:00,2025-02-07 02:10:00,850,0.0,0.0
2025-02-06 12:00:00,2025-02-07 02:20:00,860,0.0,0.0
2025-02-06 12:00:00,2025-02-07 02:30:00,870,0.0,0.0
2025-02-06 12:00:00,2025-02-07 02:40:00,880,0.0,0.0
2025-02-06 12:00:00,2025-02-07 02:50:00,890,0.0,0.0
2025-02-06 12:00:00,2025-02-07 03:00:00,900,0.0,0.0
2025-02-06 12:00:00,2025-02-07 03:10:00,910,0.0,0.0
2025-02-06 12:00:00,2025-02-07 03:20:00,920,0.0,0.0
2025-02-06 12:00:00,2025-02-07 03:30:00,930,0.0,0.0
2025-02-06 12:00:00,2025-02-07 03:40:00,940,0.0,0.0
2025-02-06 12:00:00,2025-02-07 03:50:00,950,0.0,0.0
2025-02-06 12:00:00,2025-02-07 04:00:00,960,0.0,0.0
2025-02-06 12:00:00,2025-02-07 04:10:00,970,0.0,0.0
2025-02-06 12:00:00,2025-02-07 04:20:00,980,0.0,0.0
2025-02-06 12:00:00,2025-02-07 04:30:00,990,0.0,0.0
2025-02-06 12:00:00,2025-02-07 04:40:00,1000,0.0,0.0
2025-02-06 12:00:00,2025-02-07 04:50:00,1010,0.0,0.0
2025-02-06 12:00:00,2025-02-07 05:00:00,1020,0.0,0.0
2025-02-06 12:00:00,2025-02-07 05:10:00,1030,0.0,0.0
2025-02-06 12:00:00,2025-02-07 05:20:00,1040,0.0,0.0
2025-02-06 12:00:00,2025-02-07 05:30:00,1050,0.0,0.0
2025-02-06 12:00:00,2025-02-07 05:40:00,1060,0.0,0.0
2025-02-06 12:00:00,2025-02-07 05:50:00,1070,0.0,0.0
2025-02-06 12:00:00,2025-02-07 06:00:00,1080,0.0,0.0
2025-02-06 12:00:00,2025-02-07 06:10:00,1090,71.70505000000001,11.950841666666669
2025-02-06 12:00:00,2025-02-07 06:20:00,1100,143.41010000000003,23.901683333333338
2025-02-06 12:00:00,2025-02-07 06:30:00,1110,215.11515000000003,35.85252500000001
2025-02-06 12:00:00,2025-02-07 06:40:00,1120,286.82020000000006,47.803366666666676
2025-02-06 12:00:00,2025-02-07 06:50:00,1130,358.52525,59.75420833333334
2025-02-06 12:00:00,2025-02-07 07:00:00,1140,430.2303,71.70505
2025-02-06 12:00:00,2025-02-07 07:10:00,1150,618.0085666666666,103.00142777777778
2025-02-06 12:00:00,2025-02-07 07:20:00,1160,805.7868333333333,134.29780555555556
2025-02-06 12:00:00,2025-02-07 07:30:00,1170,993.5650999999999,165.59418333333332
2025-02-06 12:00:00,2025-02-07 07:40:00,1180,1181.3433666666665,196.89056111111108
2025-02-06 12:00:00,2025-02-07 07:50:00,1190,1369.1216333333332,228.18693888888887
2025-02-06 12:00:00,2025-02-07 08:00:00,1200,1556.8999,259.48331666666667
2025-02-06 12:00:00,2025-02-07 08:10:00,1210,1605.58125,267.596875
2025-02-06 12:00:00,2025-02-07 08:20:00,1220,1654.2626,275.71043333333336
2025-02-06 12:00:00,2025-02-07 08:30:00,1230,1702.94395,283.8239916666667
2025-02-06 12:00:00,2025-02-07 08:40:00,1240,1751.6253,291.93755
2025-02-06 12:00:00,2025-02-07 08:50:00,1250,1800.30665,300.05110833333333
2025-02-06 12:00:00,2025-02-07 09:00:00,1260,1848.988,308.1646666666667
2025-02-06 12:00:00,2025-02-07 09:10:00,1270,2145.6271500000003,357.604525
2025-02-06 12:00:00,2025-02-07 09:20:00,1280,2442.2663000000002,407.04438333333337
2025-02-06 12:00:00,2025-02-07 09:30:00,1290,2738.90545,456.4842416666667
2025-02-06 12:00:00,2025-02-07 09:40:00,1300,3035.5446,505.9241
2025-02-06 12:00:00,2025-02-07 09:50:00,1310,3332.18375,555.3639583333334
2025-02-06 12:00:00,2025-02-07 10:00:00,1320,3628.8229,604.8038166666666
2025-02-06 12:00:00,2025-02-07 10:10:00,1330,3574.3618333333334,595.7269722222222
2025-02-06 12:00:00,2025-02-07 10:20:00,1340,3519.9007666666666,586.6501277777778
2025-02-06 12:00:00,2025-02-07 10:30:00,1350,3465.4397000000004,577.5732833333334
2025-02-06 12:00:00,2025-02-07 10:40:00,1360,3410.9786333333336,568.496438888889
2025-02-06 12:00:00,2025-02-07 10:50:00,1370,3356.517566666667,559.4195944444444
2025-02-06 12:00:00,2025-02-07 11:00:00,1380,3302.0565,550.34275
2025-02-06 12:00:00,2025-02-07 11:10:00,1390,3566.8155833333335,594.4692638888889
2025-02-06 12:00:00,2025-02-07 11:20:00,1400,3831.574666666667,638.5957777777778
2025-02-06 12:00:00,2025-02-07 11:30:00,1410,4096.33375,682.7222916666666
2025-02-06 12:00:00,2025-02-07 11:40:00,1420,4361.092833333333,726.8488055555555
2025-02-06 12:00:00,2025-02-07 11:50:00,1430,4625.8519166666665,770.9753194444444
2025-02-06 12:00:00,2025-02-07 12:00:00,1440,4890.611,815.1018333333333
2025-02-06 18:00:00,2025-02-06 19:00:00,60,0.0,0.0
2025-02-06 18:00:00,2025-02-06 19:10:00,70,0.0,0.0
2025-02-06 18:00:00,2025-02-06 19:20:00,80,0.0,0.0
2025-02-06 18:00:00,2025-02-06 19:30:00,90,0.0,0.0
2025-02-06 18:00:00,2025-02-06 19:40:00,100,0.0,0.0
2025-02-06 18:00:00,2025-02-06 19:50:00,110,0.0,0.0
2025-02-06 18:00:00,2025-02-06 20:00:00,120,0.0,0.0
2025-02-06 18:00:00,2025-02-06 20:10:00,130,0.0,0.0
2025-02-06 18:00:00,2025-02-06 20:20:00,140,0.0,0.0
2025-02-06 18:00:00,2025-02-06 20:30:00,150,0.0,0.0
2025-02-06 18:00:00,2025-02-06 20:40:00,160,0.0,0.0
2025-02-06 18:00:00,2025-02-06 20:50:00,170,0.0,0.0
2025-02-06 18:00:00,2025-02-06 21:00:00,180,0.0,0.0
2025-02-06 18:00:00,2025-02-06 21:10:00,190,0.0,0.0
2025-02-06 18:00:00,2025-02-06 21:20:00,200,0.0,0.0
