time_label,time_index,price_yuan_per_kwh,load_kw,pv_forecast_kw,load_kwh,pv_forecast_kwh,source_time_index,calendar_time_index,period_start,period_end,period_start_text,period_end_text,period_start_minute,period_end_minute,period_key,grid_purchase_kwh,charge_input_kwh,discharge_output_kwh,curtailed_pv_kwh,soc_start_kwh,soc_end_kwh,charge_state_binary,grid_cost_yuan
17:40,106,0.976,5621.7308,665.2313,936.9551333333334,110.87188333333334,105,106,2025-01-01 17:40:00,2025-01-01 17:50:00,17:40,17:50,1060,1070,17:40-17:50,826.08325,0.0,0.0,0.0,10800.0,10800.0,0,806.257252
17:50,107,1.0742,5091.2126,516.6758,848.5354333333333,86.11263333333333,106,107,2025-01-01 17:50:00,2025-01-01 18:00:00,17:50,18:00,1070,1080,17:50-18:00,762.4228,0.0,-0.0,0.0,10800.0,10800.0,0,818.9945717600001
18:00,108,1.2313,4208.5688,386.6731,701.4281333333333,64.44551666666666,107,108,2025-01-01 18:00:00,2025-01-01 18:10:00,18:00,18:10,1080,1090,18:00-18:10,636.9826166666667,0.0,-0.0,0.0,10800.0,10800.0,0,784.3166959016667
18:10,109,1.2561,4122.7611,275.7933,687.12685,45.96555,108,109,2025-01-01 18:10:00,2025-01-01 18:20:00,18:10,18:20,1090,1100,18:10-18:20,531.8940499999999,0.0,109.26725000000005,0.0,10800.0,10678.591944444444,0,668.1121162049999
18:20,110,1.2447,4255.9358,182.9526,709.3226333333333,30.492099999999997,109,110,2025-01-01 18:20:00,2025-01-01 18:30:00,18:20,18:30,1100,1110,18:20-18:30,678.8305333333333,0.0,0.0,0.0,10678.591944444444,10678.591944444444,0,844.9403648399999
18:30,111,1.2545,4225.9524,108.3414,704.3254000000001,18.0569,110,111,2025-01-01 18:30:00,2025-01-01 18:40:00,18:30,18:40,1110,1120,18:30-18:40,686.2685,0.0,0.0,0.0,10678.591944444444,10678.591944444444,0,860.92383325
18:40,112,1.2522,4233.3384,54.3121,705.5563999999999,9.052016666666669,111,112,2025-01-01 18:40:00,2025-01-01 18:50:00,18:40,18:50,1120,1130,18:40-18:50,696.5043833333333,0.0,0.0,0.0,10678.591944444444,10678.591944444444,0,872.1627888099999
18:50,113,1.2881,4246.4625,18.6569,707.74375,3.109483333333334,112,113,2025-01-01 18:50:00,2025-01-01 19:00:00,18:50,19:00,1130,1140,18:50-19:00,0.0,0.0,704.6342666666667,0.0,10678.591944444444,9895.664981481481,0,0.0
19:00,114,1.3466,4239.1795,0.2753,706.5299166666667,0.0458833333333333,113,114,2025-01-01 19:00:00,2025-01-01 19:10:00,19:00,19:10,1140,1150,19:00-19:10,0.0,0.0,706.4840333333334,0.0,9895.664981481481,9110.682722222222,0,0.0
19:10,115,1.3523,4244.6684,0.2296,707.4447333333333,0.0382666666666666,114,115,2025-01-01 19:10:00,2025-01-01 19:20:00,19:10,19:20,1150,1160,19:10-19:20,0.0,0.0,707.4064666666666,0.0,9110.682722222222,8324.675537037037,0,0.0
19:20,116,1.3445,4251.9187,0.6007,708.6531166666667,0.1001166666666666,115,116,2025-01-01 19:20:00,2025-01-01 19:30:00,19:20,19:30,1160,1170,19:20-19:30,0.0,0.0,708.5530000000001,0.0,8324.675537037037,7537.394425925927,0,0.0
19:30,117,1.3483,4256.6813,0.0,709.4468833333334,0.0,116,117,2025-01-01 19:30:00,2025-01-01 19:40:00,19:30,19:40,1170,1180,19:30-19:40,0.0,0.0,709.4468833333334,0.0,7537.394425925927,6749.120111111112,0,0.0
19:40,118,1.349,4267.3947,0.0,711.23245,0.0,117,118,2025-01-01 19:40:00,2025-01-01 19:50:00,19:40,19:50,1180,1190,19:40-19:50,0.0,0.0,711.23245,0.0,6749.120111111112,5958.861833333334,0,0.0
19:50,119,1.3473,4269.975,0.0,711.6625,0.0,118,119,2025-01-01 19:50:00,2025-01-01 20:00:00,19:50,20:00,1190,1200,19:50-20:00,0.0,0.0,711.6625,0.0,5958.861833333334,5168.125722222223,0,0.0
20:00,120,1.3482,4268.6702,0.0,711.4450333333333,0.0,119,120,2025-01-01 20:00:00,2025-01-01 20:10:00,20:00,20:10,1200,1210,20:00-20:10,0.0,0.0,711.4450333333333,0.0,5168.125722222223,4377.631240740741,0,0.0
20:10,121,1.3513,4282.2245,0.0,713.7040833333334,0.0,120,121,2025-01-01 20:10:00,2025-01-01 20:20:00,20:10,20:20,1210,1220,20:10-20:20,0.0,0.0,713.7040833333334,0.0,4377.631240740741,3584.626703703704,0,0.0
20:20,122,1.34,4291.7049,0.0,715.28415,0.0,121,122,2025-01-01 20:20:00,2025-01-01 20:30:00,20:20,20:30,1220,1230,20:20-20:30,0.0,0.0,715.28415,0.0,3584.626703703704,2789.8665370370372,0,0.0
20:30,123,1.3489,4291.3611,0.0,715.22685,0.0,122,123,2025-01-01 20:30:00,2025-01-01 20:40:00,20:30,20:40,1230,1240,20:30-20:40,0.0,0.0,715.22685,0.0,2789.8665370370372,1995.1700370370372,0,0.0
20:40,124,1.3952,4293.9182,0.0,715.6530333333334,0.0,123,124,2025-01-01 20:40:00,2025-01-01 20:50:00,20:40,20:50,1240,1250,20:40-20:50,0.0,0.0,715.6530333333334,0.0,1995.1700370370372,1200.0,0,0.0
20:50,125,1.2226,4295.2135,0.0,715.8689166666667,0.0,124,125,2025-01-01 20:50:00,2025-01-01 21:00:00,20:50,21:00,1250,1260,20:50-21:00,715.8689166666667,0.0,-0.0,0.0,1200.0,1200.0,0,875.2213375166666
21:00,126,0.9332,4302.0307,0.0,717.0051166666667,0.0,125,126,2025-01-01 21:00:00,2025-01-01 21:10:00,21:00,21:10,1260,1270,21:00-21:10,717.0051166666667,0.0,0.0,0.0,1200.0,1200.0,0,669.1091748733334
21:10,127,0.9068,4320.9618,0.0,720.1603,0.0,126,127,2025-01-01 21:10:00,2025-01-01 21:20:00,21:10,21:20,1270,1280,21:10-21:20,720.1603,0.0,0.0,0.0,1200.0,1200.0,0,653.0413600400001
21:20,128,0.9371,4302.3292,0.0,717.0548666666667,0.0,127,128,2025-01-01 21:20:00,2025-01-01 21:30:00,21:20,21:30,1280,1290,21:20-21:30,717.0548666666667,0.0,0.0,0.0,1200.0,1200.0,0,671.9521155533334
21:30,129,0.9371,4322.6758,0.0,720.4459666666667,0.0,128,129,2025-01-01 21:30:00,2025-01-01 21:40:00,21:30,21:40,1290,1300,21:30-21:40,720.4459666666667,0.0,0.0,0.0,1200.0,1200.0,0,675.1299153633333
21:40,130,0.9871,4428.8083,0.0,738.1347166666666,0.0,129,130,2025-01-01 21:40:00,2025-01-01 21:50:00,21:40,21:50,1300,1310,21:40-21:50,738.1347166666666,0.0,-0.0,0.0,1200.0,1200.0,0,728.6127788216666
21:50,131,0.7764,4030.1614,0.0,671.6935666666667,0.0,130,131,2025-01-01 21:50:00,2025-01-01 22:00:00,21:50,22:00,1310,1320,21:50-22:00,671.6935666666667,0.0,-0.0,0.0,1200.0,1200.0,0,521.50288516
22:00,132,0.4209,3362.7419,0.0,560.4569833333334,0.0,131,132,2025-01-01 22:00:00,2025-01-01 22:10:00,22:00,22:10,1320,1330,22:00-22:10,1393.7903166666667,833.3333333333334,0.0,0.0,1200.0,1950.0,1,586.646344285
22:10,133,0.3859,3309.3934,0.0,551.5655666666667,0.0,132,133,2025-01-01 22:10:00,2025-01-01 22:20:00,22:10,22:20,1330,1340,22:10-22:20,1384.8989000000001,833.3333333333334,0.0,0.0,1950.0,2700.0,1,534.4324855100001
22:20,134,0.4368,3412.9563,0.0,568.82605,0.0,133,134,2025-01-01 22:20:00,2025-01-01 22:30:00,22:20,22:30,1340,1350,22:20-22:30,568.82605,0.0,0.0,0.0,2700.0,2700.0,0,248.46321864
22:30,135,0.4198,3381.9313,0.0,563.6552166666667,0.0,134,135,2025-01-01 22:30:00,2025-01-01 22:40:00,22:30,22:40,1350,1360,22:30-22:40,1396.98855,833.3333333333334,0.0,0.0,2700.0,3450.0,1,586.45579329
22:40,136,0.4186,3386.5592,0.0,564.4265333333334,0.0,135,136,2025-01-01 22:40:00,2025-01-01 22:50:00,22:40,22:50,1360,1370,22:40-22:50,1397.7598666666668,833.3333333333334,0.0,0.0,3450.0,4200.0,1,585.1022801866668
22:50,137,0.4241,3400.4846,0.0,566.7474333333333,0.0,136,137,2025-01-01 22:50:00,2025-01-01 23:00:00,22:50,23:00,1370,1380,22:50-23:00,1400.0807666666667,833.3333333333334,0.0,0.0,4200.0,4950.0,1,593.7742531433333
23:00,138,0.4237,3399.2426,0.0,566.5404333333333,0.0,137,138,2025-01-01 23:00:00,2025-01-01 23:10:00,23:00,23:10,1380,1390,23:00-23:10,1399.8737666666666,833.3333333333334,0.0,0.0,4950.0,5700.0,1,593.1265149366667
23:10,139,0.4248,3406.9809,0.0,567.83015,0.0,138,139,2025-01-01 23:10:00,2025-01-01 23:20:00,23:10,23:20,1390,1400,23:10-23:20,1234.4968166666667,666.6666666666666,0.0,0.0,5700.0,6300.0,1,524.41424772
23:20,140,0.424,3416.1518,0.0,569.3586333333334,0.0,139,140,2025-01-01 23:20:00,2025-01-01 23:30:00,23:20,23:30,1400,1410,23:20-23:30,1402.6919666666668,833.3333333333334,0.0,0.0,6300.0,7050.0,1,594.7413938666667
23:30,141,0.422,3421.9811,0.0,570.3301833333334,0.0,140,141,2025-01-01 23:30:00,2025-01-01 23:40:00,23:30,23:40,1410,1420,23:30-23:40,1403.6635166666667,833.3333333333334,0.0,0.0,7050.0,7800.0,1,592.3460040333333
23:40,142,0.424,3429.6923,0.0,571.6153833333334,0.0,141,142,2025-01-01 23:40:00,2025-01-01 23:50:00,23:40,23:50,1420,1430,23:40-23:50,1404.9487166666668,833.3333333333334,0.0,0.0,7800.0,8550.0,1,595.6982558666667
23:50,143,0.4271,3439.061,0.0,573.1768333333333,0.0,142,143,2025-01-01 23:50:00,2025-01-02 00:00:00,23:50,24:00,1430,1440,23:50-24:00,573.1768333333333,0.0,0.0,0.0,8550.0,8550.0,0,244.80382551666665
